,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_nodes,Num edges,% Positive edges,ROI_strl_thresh,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
547,MLP,Openness,keep median,pearson,solver,num_streamlines,3.787,balanced_accuracy,17,132,100.0,0,89.994,89.873,89.474,95.238,52.778,53.191,57.692,54.074
548,MLP,Neuroticism,keep median,pearson,solver,mean_FA,3.758,balanced_accuracy,18,131,100.0,0,100.0,100.0,100.0,100.0,52.315,48.936,40.0,46.481
549,MLP,Agreeableness,keep median,pearson,solver,mean_strl,3.729,balanced_accuracy,17,130,100.0,0,95.985,95.89,95.522,99.318,54.638,44.681,45.833,60.407
550,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,3.701,balanced_accuracy,18,129,100.0,0,100.0,100.0,100.0,100.0,46.83,46.809,46.809,46.377
551,MLP,Neuroticism,keep median,pearson,solver,mean_FA,3.643,balanced_accuracy,17,127,100.0,0,100.0,100.0,100.0,100.0,44.167,42.553,40.0,49.63
552,MLP,Agreeableness,keep median,pearson,solver,mean_strl,3.614,balanced_accuracy,18,126,100.0,0,100.0,100.0,100.0,100.0,44.57,40.426,46.154,40.498
553,MLP,Extraversion,keep median,pearson,solver,mean_strl,3.557,balanced_accuracy,17,124,100.0,0,86.31,87.179,84.375,97.685,47.802,46.809,44.444,42.308
554,MLP,Agreeableness,keep median,pearson,solver,mean_FA,3.528,balanced_accuracy,17,123,100.0,0,100.0,100.0,100.0,100.0,50.452,48.936,57.143,50.452
555,MLP,Neuroticism,keep median,pearson,solver,num_streamlines,3.5,balanced_accuracy,17,122,100.0,0,100.0,100.0,100.0,100.0,53.981,55.319,61.818,51.481
556,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,3.442,balanced_accuracy,17,120,100.0,0,78.258,78.75,75.362,86.779,57.609,57.447,60.0,60.145
557,MLP,Agreeableness,keep median,pearson,solver,mean_strl,3.328,balanced_accuracy,16,116,100.0,0,85.114,86.301,82.759,94.848,55.543,42.553,40.0,64.027
558,MLP,Extraversion,keep median,pearson,solver,mean_FA,3.299,balanced_accuracy,18,115,100.0,0,100.0,100.0,100.0,100.0,53.571,53.191,54.167,54.029
559,MLP,Openness,keep median,pearson,solver,mean_strl,3.27,balanced_accuracy,17,114,100.0,0,84.749,84.81,83.784,91.055,59.722,57.447,54.545,62.778
560,MLP,Neuroticism,keep median,pearson,solver,mean_strl,3.242,balanced_accuracy,17,113,100.0,0,100.0,100.0,100.0,100.0,50.463,46.809,35.897,44.444
561,MLP,Extraversion,keep median,pearson,solver,mean_FA,3.213,balanced_accuracy,16,112,100.0,0,100.0,100.0,100.0,100.0,53.114,53.191,56.0,54.029
562,MLP,Conscientiousness,keep median,pearson,solver,mean_strl,3.184,balanced_accuracy,16,111,100.0,0,76.128,76.25,74.667,86.404,61.957,61.702,65.385,56.703
563,MLP,Neuroticism,keep median,pearson,solver,mean_FA,3.155,balanced_accuracy,16,110,100.0,0,100.0,100.0,100.0,100.0,41.111,38.298,29.268,41.111
564,MLP,Openness,keep median,pearson,solver,mean_FA,3.127,balanced_accuracy,16,109,100.0,0,80.212,81.013,76.923,93.629,54.074,53.191,54.167,61.481
565,MLP,Conscientiousness,keep median,pearson,solver,num_streamlines,3.098,balanced_accuracy,16,108,100.0,0,100.0,100.0,100.0,100.0,53.08,53.191,50.0,58.152
566,MLP,Openness,keep median,pearson,solver,num_streamlines,3.069,balanced_accuracy,16,107,100.0,0,92.535,92.405,92.105,97.49,57.778,57.447,60.0,59.074
567,MLP,Agreeableness,keep median,pearson,solver,mean_FA,3.041,balanced_accuracy,16,106,100.0,0,88.939,89.041,87.879,96.288,50.452,48.936,57.143,49.548
568,MLP,Agreeableness,keep median,pearson,solver,num_streamlines,2.897,balanced_accuracy,15,101,100.0,0,92.955,93.151,92.308,97.424,44.57,40.426,46.154,55.43
569,MLP,Conscientiousness,keep median,pearson,solver,num_streamlines,2.869,balanced_accuracy,15,100,100.0,0,97.619,97.5,97.436,99.875,61.685,61.702,60.87,58.514
570,MLP,Neuroticism,keep median,pearson,solver,mean_strl,2.84,balanced_accuracy,16,99,100.0,0,86.916,87.654,85.294,96.806,41.204,36.17,11.765,50.185
571,MLP,Agreeableness,keep median,pearson,solver,mean_strl,2.811,balanced_accuracy,15,98,100.0,0,83.674,83.562,82.353,92.879,37.783,34.043,39.216,36.878
572,MLP,Extraversion,keep median,pearson,solver,mean_FA,2.783,balanced_accuracy,15,97,100.0,0,100.0,100.0,100.0,100.0,58.333,57.447,56.522,51.465
573,MLP,Openness,keep median,pearson,solver,mean_FA,2.754,balanced_accuracy,15,96,100.0,0,83.559,83.544,82.667,90.927,56.019,53.191,47.619,60.741
574,MLP,Agreeableness,keep median,pearson,solver,mean_FA,2.725,balanced_accuracy,15,95,100.0,0,100.0,100.0,100.0,100.0,50.113,55.319,66.667,43.665
575,MLP,Neuroticism,keep median,pearson,solver,mean_FA,2.697,balanced_accuracy,15,94,100.0,0,100.0,100.0,100.0,100.0,52.315,48.936,40.0,53.333
576,MLP,Extraversion,keep median,pearson,solver,mean_strl,2.639,balanced_accuracy,15,92,100.0,0,85.714,85.897,84.507,92.394,32.967,31.915,27.273,27.473
577,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,2.61,balanced_accuracy,15,91,100.0,0,80.764,81.25,78.261,90.288,54.982,55.319,46.154,59.42
578,MLP,Agreeableness,keep median,pearson,solver,mean_strl,2.524,balanced_accuracy,14,88,100.0,0,100.0,100.0,100.0,100.0,61.652,61.702,70.0,60.633
579,MLP,Extraversion,keep median,pearson,solver,num_streamlines,2.496,balanced_accuracy,14,87,100.0,0,89.087,89.744,87.879,96.693,49.634,46.809,32.432,44.322
580,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,2.467,balanced_accuracy,14,86,100.0,0,79.574,80.0,77.143,88.659,59.692,59.574,61.224,60.145
581,MLP,Openness,keep median,pearson,solver,mean_FA,2.438,balanced_accuracy,14,85,100.0,0,74.968,75.949,69.841,86.165,54.722,53.191,52.174,64.815
582,MLP,Agreeableness,keep median,pearson,solver,num_streamlines,2.41,balanced_accuracy,14,84,100.0,0,100.0,100.0,100.0,100.0,53.394,53.191,62.069,54.299
583,MLP,Agreeableness,keep median,pearson,solver,mean_FA,2.381,balanced_accuracy,14,83,100.0,0,100.0,100.0,100.0,100.0,55.43,59.574,69.841,59.729
584,MLP,Extraversion,keep median,pearson,solver,mean_FA,2.324,balanced_accuracy,14,81,100.0,0,100.0,100.0,100.0,100.0,52.106,51.064,48.889,55.128
585,MLP,Extraversion,keep median,pearson,solver,mean_strl,2.266,balanced_accuracy,14,79,100.0,0,83.73,84.615,81.25,93.32,54.487,53.191,50.0,50.916
586,MLP,Openness,keep median,pearson,solver,mean_FA,2.18,balanced_accuracy,13,76,100.0,0,75.772,75.949,73.973,83.784,59.167,55.319,46.154,67.963
587,MLP,Conscientiousness,keep median,pearson,solver,mean_strl,2.151,balanced_accuracy,13,75,100.0,0,100.0,100.0,100.0,100.0,57.246,57.447,52.381,58.877
588,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,2.123,balanced_accuracy,13,74,100.0,0,81.14,81.25,80.0,92.419,59.33,59.574,53.659,60.145
589,MLP,Agreeableness,keep median,pearson,solver,mean_strl,2.094,balanced_accuracy,13,73,100.0,0,100.0,100.0,100.0,100.0,63.462,57.447,62.963,67.195
590,MLP,Neuroticism,keep median,pearson,solver,mean_FA,2.065,balanced_accuracy,13,72,100.0,0,75.829,76.543,72.464,83.047,47.315,44.681,38.095,43.889
591,MLP,Openness,keep median,pearson,solver,mean_strl,2.037,balanced_accuracy,13,71,100.0,0,68.694,69.62,62.5,75.29,64.722,61.702,57.143,65.0
592,MLP,Extraversion,keep median,pearson,solver,mean_FA,1.951,balanced_accuracy,13,68,100.0,0,100.0,100.0,100.0,100.0,58.333,57.447,56.522,55.128
593,MLP,Agreeableness,keep median,pearson,solver,mean_FA,1.922,balanced_accuracy,13,67,100.0,0,84.924,84.932,83.582,95.53,59.615,55.319,61.818,57.919
594,MLP,Openness,keep median,pearson,solver,mean_FA,1.865,balanced_accuracy,12,65,100.0,0,79.344,79.747,77.143,86.873,61.574,59.574,57.778,62.778
595,MLP,Agreeableness,keep median,pearson,solver,mean_strl,1.836,balanced_accuracy,12,64,100.0,0,100.0,100.0,100.0,100.0,64.027,61.702,68.966,66.968
596,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,1.807,balanced_accuracy,12,63,100.0,0,100.0,100.0,100.0,100.0,44.475,44.681,38.095,54.71
597,MLP,Neuroticism,keep median,pearson,solver,mean_FA,1.779,balanced_accuracy,12,62,100.0,0,76.106,77.778,70.0,88.452,57.963,53.191,38.889,48.333
598,MLP,Neuroticism,keep median,pearson,solver,num_streamlines,1.75,balanced_accuracy,12,61,100.0,0,100.0,100.0,100.0,100.0,48.426,48.936,53.846,45.741
599,MLP,Extraversion,keep median,pearson,solver,mean_strl,1.721,balanced_accuracy,12,60,100.0,0,80.952,82.051,77.419,90.476,49.725,48.936,47.826,57.326
600,MLP,Openness,keep median,pearson,solver,mean_strl,1.692,balanced_accuracy,12,59,100.0,0,64.64,65.823,55.738,78.829,63.426,61.702,60.87,60.185
601,MLP,Agreeableness,keep median,pearson,solver,mean_FA,1.664,balanced_accuracy,12,58,100.0,0,100.0,100.0,100.0,100.0,60.181,59.574,67.797,63.348
602,MLP,Extraversion,keep median,pearson,solver,mean_FA,1.578,balanced_accuracy,11,55,100.0,0,100.0,100.0,100.0,100.0,53.022,51.064,43.902,53.114
603,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,1.549,balanced_accuracy,11,54,100.0,0,75.627,76.25,71.642,87.594,55.072,55.319,48.78,65.399
604,MLP,Openness,keep median,pearson,solver,mean_strl,1.52,balanced_accuracy,11,53,100.0,0,100.0,100.0,100.0,100.0,54.074,53.191,54.167,57.963
605,MLP,Openness,keep median,pearson,solver,mean_FA,1.492,balanced_accuracy,11,52,100.0,0,72.748,73.418,68.657,79.858,61.574,59.574,57.778,62.778
606,MLP,Agreeableness,keep median,pearson,solver,mean_FA,1.463,balanced_accuracy,11,51,100.0,0,100.0,100.0,100.0,100.0,58.71,57.447,65.517,64.48
607,MLP,Neuroticism,keep median,pearson,solver,mean_strl,1.434,balanced_accuracy,11,50,100.0,0,100.0,100.0,100.0,100.0,44.167,42.553,40.0,47.778
608,MLP,Extraversion,keep median,pearson,solver,mean_strl,1.406,balanced_accuracy,11,49,100.0,0,74.802,75.641,70.769,83.598,42.125,42.553,47.059,37.546
609,MLP,Neuroticism,keep median,pearson,solver,mean_strl,1.291,balanced_accuracy,10,45,100.0,0,71.837,74.074,61.818,85.688,41.204,36.17,11.765,38.519
610,MLP,Openness,keep median,pearson,solver,mean_FA,1.262,balanced_accuracy,10,44,100.0,0,100.0,100.0,100.0,100.0,46.667,44.681,40.909,51.296
611,MLP,Extraversion,keep median,pearson,solver,mean_FA,1.234,balanced_accuracy,10,43,100.0,0,72.024,73.077,66.667,77.249,36.355,36.17,37.5,41.758
612,MLP,Agreeableness,keep median,pearson,solver,mean_FA,1.205,balanced_accuracy,10,42,100.0,0,100.0,100.0,100.0,100.0,41.855,46.809,59.016,30.543
613,MLP,Extraversion,keep median,pearson,solver,mean_strl,1.176,balanced_accuracy,10,41,100.0,0,100.0,100.0,100.0,100.0,44.505,44.681,48.0,40.659
614,MLP,Extraversion,keep median,pearson,solver,num_streamlines,1.147,balanced_accuracy,10,40,100.0,0,75.595,76.923,70.0,88.36,54.396,51.064,34.286,63.736
615,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,1.061,balanced_accuracy,10,37,100.0,0,73.496,73.75,71.233,84.712,46.649,46.809,41.86,54.167
616,MLP,Conscientiousness,keep median,pearson,solver,mean_FA,1.033,balanced_accuracy,9,36,100.0,0,74.937,75.0,73.684,85.213,62.047,61.702,66.667,61.051
617,MLP,Agreeableness,keep median,pearson,solver,mean_FA,1.004,balanced_accuracy,9,35,100.0,0,73.333,73.973,69.841,82.955,45.136,44.681,53.571,44.796
618,MLP,Openness,keep median,pearson,solver,mean_FA,0.975,balanced_accuracy,9,34,100.0,0,68.694,69.62,62.5,74.903,60.37,57.447,52.381,67.407
619,MLP,Conscientiousness,keep median,pearson,solver,mean_strl,0.947,balanced_accuracy,9,33,100.0,0,100.0,100.0,100.0,100.0,42.663,42.553,44.898,43.297
620,MLP,Neuroticism,keep median,pearson,solver,mean_FA,0.918,balanced_accuracy,9,32,100.0,0,73.771,74.074,71.233,80.467,53.519,51.064,46.512,58.704
621,MLP,Openness,keep median,pearson,solver,mean_FA,0.803,balanced_accuracy,8,28,100.0,0,65.444,65.823,61.972,76.512,59.722,57.447,54.545,67.407
622,MLP,Agreeableness,keep median,pearson,solver,mean_FA,0.775,balanced_accuracy,8,27,100.0,0,100.0,100.0,100.0,100.0,54.864,55.319,64.407,56.335
623,MLP,Neuroticism,keep median,pearson,solver,mean_FA,0.746,balanced_accuracy,8,26,100.0,0,100.0,100.0,100.0,100.0,40.37,40.426,44.0,36.296
624,MLP,Extraversion,keep median,pearson,solver,mean_FA,0.717,balanced_accuracy,8,25,100.0,0,100.0,100.0,100.0,100.0,49.359,51.064,59.649,48.535
625,MLP,Openness,keep median,pearson,solver,mean_FA,0.602,balanced_accuracy,7,21,100.0,0,63.771,64.557,57.576,71.042,64.074,61.702,59.091,64.815
626,MLP,Agreeableness,keep median,pearson,solver,mean_FA,0.574,balanced_accuracy,7,20,100.0,0,63.447,65.753,50.98,75.0,43.1,38.298,43.137,47.285
627,MLP,Neuroticism,keep median,pearson,solver,mean_FA,0.545,balanced_accuracy,7,19,100.0,0,100.0,100.0,100.0,100.0,51.667,48.936,42.857,55.185
628,MLP,Agreeableness,keep median,pearson,solver,num_streamlines,0.488,balanced_accuracy,7,17,100.0,0,76.098,76.712,73.016,83.864,35.633,44.681,59.375,29.186
629,MLP,Agreeableness,keep median,pearson,solver,mean_FA,0.43,balanced_accuracy,6,15,100.0,0,59.167,61.644,44.0,70.455,44.005,36.17,37.5,43.439
630,MLP,Openness,keep median,pearson,solver,mean_FA,0.402,balanced_accuracy,6,14,100.0,0,64.961,65.823,58.462,72.523,52.87,51.064,48.889,64.815
631,MLP,Agreeableness,keep median,pearson,solver,mean_FA,0.287,balanced_accuracy,5,10,100.0,0,100.0,100.0,100.0,100.0,49.887,44.681,50.0,41.855
632,MLP,Conscientiousness,keep median,pearson,solver,mean_strl,0.258,balanced_accuracy,5,9,100.0,0,67.982,68.75,61.538,68.672,59.511,59.574,57.778,54.71
633,MLP,Extraversion,keep median,pearson,solver,mean_strl,0.229,balanced_accuracy,5,8,100.0,0,100.0,100.0,100.0,100.0,42.125,42.553,47.059,45.604
634,MLP,Agreeableness,keep median,pearson,solver,mean_FA,0.172,balanced_accuracy,4,6,100.0,0,100.0,100.0,100.0,100.0,44.796,51.064,63.492,36.199
635,MLP,Conscientiousness,keep median,pearson,solver,mean_strl,0.143,balanced_accuracy,4,5,100.0,0,60.84,61.25,56.338,67.231,63.949,63.83,65.306,66.123
