,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
256,MLP,Gender,randome,fscores,baseline,mean_strl,1.578,roc_auc_ovr_weighted,56,83.631,84.397,86.905,90.631,70.168,69.355,69.841,77.101,False,0
257,MLP,Gender,randome,fscores,baseline,mean_FA,1.549,roc_auc_ovr_weighted,56,77.337,79.433,83.616,88.554,60.714,59.677,61.538,69.328,False,0
258,MLP,Gender,randome,t_test,baseline,num_streamlines,1.463,roc_auc_ovr_weighted,51,100.0,100.0,100.0,100.0,79.307,79.032,77.966,88.761,False,0
259,MLP,Gender,randome,t_test,baseline,mean_FA,1.291,roc_auc_ovr_weighted,45,85.698,86.525,88.757,93.56,73.109,72.581,72.131,81.513,False,0
260,MLP,Gender,randome,fscores,baseline,mean_FA,1.262,roc_auc_ovr_weighted,45,83.029,83.688,86.228,92.127,73.109,72.581,72.131,78.256,False,0
261,MLP,Gender,randome,t_test,baseline,num_streamlines,1.205,roc_auc_ovr_weighted,42,100.0,100.0,100.0,100.0,76.366,75.806,75.41,86.87,False,0
262,MLP,Gender,randome,fscores,baseline,num_streamlines,1.147,roc_auc_ovr_weighted,41,100.0,100.0,100.0,100.0,73.739,72.581,73.846,83.613,False,0
263,MLP,Gender,randome,fscores,baseline,mean_FA,1.033,roc_auc_ovr_weighted,36,85.438,86.525,88.889,91.691,71.639,70.968,70.968,78.361,False,0
264,MLP,Gender,randome,fscores,baseline,mean_strl,1.004,roc_auc_ovr_weighted,35,81.045,82.27,85.38,88.72,68.382,67.742,67.742,75.945,False,0
265,MLP,Gender,randome,fscores,baseline,num_streamlines,0.975,roc_auc_ovr_weighted,36,92.418,92.908,94.048,98.671,80.462,80.645,78.571,87.395,False,0
266,MLP,Gender,randome,fscores,baseline,mean_FA,0.803,roc_auc_ovr_weighted,28,79.321,80.851,84.393,87.536,60.084,59.677,59.016,67.437,False,0
267,MLP,Gender,randome,fscores,baseline,mean_strl,0.775,roc_auc_ovr_weighted,28,85.355,85.816,87.952,91.94,64.496,64.516,62.069,76.996,False,0
268,MLP,Gender,randome,fscores,baseline,num_streamlines,0.746,roc_auc_ovr_weighted,27,100.0,100.0,100.0,100.0,77.836,77.419,76.667,85.032,False,0
269,MLP,Gender,randome,fscores,baseline,mean_FA,0.602,roc_auc_ovr_weighted,21,79.663,81.56,85.227,91.4,70.168,69.355,69.841,72.584,False,0
270,MLP,Gender,randome,fscores,baseline,mean_FA,0.43,roc_auc_ovr_weighted,15,83.891,84.397,86.747,90.341,63.34,62.903,62.295,69.643,False,0
271,MLP,Gender,randome,fscores,baseline,mean_FA,0.287,roc_auc_ovr_weighted,10,83.029,83.688,86.228,90.818,64.496,64.516,62.069,75.0,False,0
272,MLP,Gender,randome,fscores,baseline,mean_FA,0.172,roc_auc_ovr_weighted,6,81.99,83.688,86.857,89.717,70.168,69.355,69.841,76.576,False,0
