,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
164,RF,Extraversion,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,32.895,32.432,19.355,37.427,False,0
165,RF,Agreeableness,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,56.818,53.846,60.87,47.565,False,0
166,RF,Agreeableness,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,44.156,43.59,52.174,44.156,False,0
167,RF,Agreeableness,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,32.305,38.462,52.0,41.558,False,0
168,RF,Agreeableness,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,58.766,48.718,50.0,54.87,False,0
169,RF,Agreeableness,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,50.812,33.333,18.75,38.799,False,0
170,RF,Conscientiousness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,53.571,54.286,46.667,48.299,False,0
171,RF,Conscientiousness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,41.667,42.857,33.333,42.177,False,0
172,RF,Conscientiousness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,45.238,45.714,38.71,43.027,False,0
173,RF,Conscientiousness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,53.571,54.286,46.667,55.782,False,0
174,RF,Conscientiousness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,39.286,42.857,23.077,36.395,False,0
175,RF,Neuroticism,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,36.437,35.556,35.556,34.211,False,0
176,RF,Neuroticism,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,34.514,33.333,31.818,32.996,False,0
177,RF,Neuroticism,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,37.146,35.556,32.558,36.235,False,0
178,RF,Neuroticism,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,45.243,40.0,18.182,45.04,False,0
179,RF,Neuroticism,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,52.429,46.667,25.0,50.405,False,0
180,RF,Openness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,50.625,50.0,50.0,58.438,False,0
181,RF,Openness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,51.25,50.0,47.059,51.875,False,0
182,RF,Openness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,51.25,50.0,47.059,54.062,False,0
183,RF,Openness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,46.25,44.444,37.5,39.531,False,0
184,RF,Openness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,40.625,38.889,31.25,42.813,False,0
185,RF,Openness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,55.0,52.778,45.161,48.438,False,0
186,RF,Openness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,55.0,52.778,45.161,47.344,False,0
187,RF,Openness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,54.375,52.778,48.485,55.0,False,0
188,RF,Openness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.875,50.0,43.75,47.812,False,0
189,RF,Openness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,55.625,52.778,41.379,54.844,False,0
190,RF,Neuroticism,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,97.297,97.531,97.222,99.754,28.745,26.667,19.512,27.935,False,0
191,RF,Neuroticism,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,97.512,97.531,97.297,99.939,32.591,31.111,27.907,31.174,False,0
192,RF,Neuroticism,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,26.822,24.444,15.0,32.389,False,0
193,RF,Neuroticism,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,41.194,37.778,26.316,37.955,False,0
194,RF,Neuroticism,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,58.907,53.333,36.364,56.275,False,0
195,RF,Agreeableness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,51.461,46.154,51.163,50.325,False,0
196,RF,Agreeableness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,53.247,48.718,54.545,50.162,False,0
197,RF,Agreeableness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,47.89,41.026,43.902,45.455,False,0
198,RF,Agreeableness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,52.435,43.59,45.0,50.0,False,0
199,RF,Agreeableness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,36.201,28.205,26.316,44.318,False,0
200,RF,Conscientiousness,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,98.684,98.75,98.667,100.0,50.0,51.429,41.379,43.537,False,0
201,RF,Conscientiousness,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,45.238,45.714,38.71,38.776,False,0
202,RF,Conscientiousness,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,41.667,42.857,33.333,47.619,False,0
203,RF,Conscientiousness,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,39.286,40.0,32.258,40.136,False,0
204,RF,Conscientiousness,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,41.667,42.857,33.333,39.626,False,0
205,RF,Conscientiousness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,98.81,98.75,98.701,99.937,59.524,60.0,53.333,59.864,False,0
206,RF,Conscientiousness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,98.81,98.75,98.701,100.0,61.905,62.857,55.172,67.007,False,0
207,RF,Conscientiousness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,61.905,62.857,55.172,65.646,False,0
208,RF,Conscientiousness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,60.714,62.857,51.852,67.007,False,0
209,RF,Conscientiousness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,55.952,57.143,48.276,55.782,False,0
210,RF,Neuroticism,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,47.47,46.667,47.826,47.166,False,0
211,RF,Neuroticism,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,48.178,46.667,45.455,46.559,False,0
212,RF,Neuroticism,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,44.332,42.222,38.095,41.296,False,0
213,RF,Neuroticism,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.518,48.889,43.902,46.862,False,0
214,RF,Neuroticism,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,45.749,42.222,31.579,38.462,False,0
215,RF,Extraversion,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,56.871,56.757,55.556,51.608,False,0
216,RF,Extraversion,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,51.754,51.351,43.75,47.368,False,0
217,RF,Extraversion,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,48.684,48.649,48.649,47.661,False,0
218,RF,Extraversion,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,46.345,45.946,37.5,50.0,False,0
219,RF,Extraversion,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,43.421,43.243,40.0,43.129,False,0
220,RF,Agreeableness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,40.584,38.462,45.455,44.805,False,0
221,RF,Agreeableness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,96.97,97.26,96.875,100.0,37.013,33.333,38.095,37.338,False,0
222,RF,Agreeableness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,40.584,38.462,45.455,34.416,False,0
223,RF,Agreeableness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1744,100.0,100.0,100.0,100.0,46.104,38.462,40.0,42.857,False,0
224,RF,Agreeableness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,34.416,25.641,21.622,30.357,False,0
225,RF,Openness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,37.222,38.298,45.283,29.444,False,0
226,RF,Openness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,44.074,44.681,50.0,35.278,False,0
227,RF,Openness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,40.37,40.426,44.0,35.648,False,0
228,RF,Openness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,50.463,46.809,35.897,50.093,False,0
229,RF,Openness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,51.019,48.936,45.455,52.778,False,0
230,RF,Extraversion,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,51.648,51.064,51.064,46.337,False,0
231,RF,Extraversion,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,47.344,46.809,46.809,56.96,False,0
232,RF,Extraversion,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,54.487,53.191,50.0,58.608,False,0
233,RF,Extraversion,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1781,100.0,100.0,100.0,100.0,54.487,53.191,50.0,57.509,False,0
234,RF,Extraversion,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,48.168,44.681,23.529,59.89,False,0
235,RF,Extraversion,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,57.875,57.447,58.333,65.934,False,0
236,RF,Extraversion,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,58.791,57.447,54.545,62.637,False,0
237,RF,Extraversion,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,55.495,55.319,57.143,58.608,False,0
238,RF,Extraversion,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,45.879,44.681,40.909,47.436,False,0
239,RF,Extraversion,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,51.19,51.064,53.061,57.875,False,0
240,RF,Agreeableness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,56.674,51.064,56.604,53.846,False,0
241,RF,Agreeableness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,59.05,51.064,54.902,53.281,False,0
242,RF,Agreeableness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,57.805,59.574,68.852,52.715,False,0
243,RF,Agreeableness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,55.769,53.191,60.714,51.357,False,0
244,RF,Agreeableness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,30.43,23.404,21.739,34.502,False,0
245,RF,Conscientiousness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,96.053,96.25,95.89,99.687,66.033,65.957,66.667,77.355,False,0
246,RF,Conscientiousness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,70.38,70.213,72.0,74.457,False,0
247,RF,Conscientiousness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,68.297,68.085,70.588,78.08,False,0
248,RF,Conscientiousness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,70.29,70.213,70.833,73.913,False,0
249,RF,Conscientiousness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,59.783,59.574,62.745,68.297,False,0
250,RF,Neuroticism,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,64.074,61.702,59.091,58.148,False,0
251,RF,Neuroticism,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,61.574,59.574,57.778,62.593,False,0
252,RF,Neuroticism,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,62.778,61.702,62.5,62.222,False,0
253,RF,Neuroticism,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,59.815,55.319,43.243,57.963,False,0
254,RF,Neuroticism,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,51.667,48.936,42.857,46.111,False,0
255,RF,Openness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,32.87,34.043,41.509,28.704,False,0
256,RF,Openness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,32.315,31.915,33.333,34.444,False,0
257,RF,Openness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,37.315,36.17,34.783,39.074,False,0
258,RF,Openness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,59.722,57.447,54.545,61.481,False,0
259,RF,Openness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,58.519,55.319,48.78,60.926,False,0
260,RF,Openness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,49.167,46.809,41.86,51.481,False,0
261,RF,Openness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,57.87,55.319,51.163,54.444,False,0
262,RF,Openness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,47.222,46.809,48.98,44.259,False,0
263,RF,Openness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,57.315,53.191,42.105,54.63,False,0
264,RF,Openness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,42.407,38.298,21.622,31.852,False,0
265,RF,Neuroticism,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,97.297,97.531,97.222,100.0,61.574,59.574,57.778,60.0,False,0
266,RF,Neuroticism,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,66.574,63.83,60.465,60.926,False,0
267,RF,Neuroticism,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,64.722,61.702,57.143,67.593,False,0
268,RF,Neuroticism,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,54.815,51.064,41.026,55.556,False,0
269,RF,Neuroticism,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,52.315,48.936,40.0,49.815,False,0
270,RF,Agreeableness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,97.235,97.26,96.97,99.924,60.52,53.191,57.692,54.751,False,0
271,RF,Agreeableness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,95.72,95.89,95.385,99.848,51.923,51.064,59.649,53.167,False,0
272,RF,Agreeableness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,54.864,55.319,64.407,52.036,False,0
273,RF,Agreeableness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,45.475,38.298,40.816,42.986,False,0
274,RF,Agreeableness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,42.534,34.043,34.043,34.163,False,0
275,RF,Conscientiousness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,72.373,72.34,72.34,80.254,False,0
276,RF,Conscientiousness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,61.866,61.702,64.0,69.384,False,0
277,RF,Conscientiousness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,61.775,61.702,62.5,73.188,False,0
278,RF,Conscientiousness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,57.609,57.447,60.0,63.496,False,0
279,RF,Conscientiousness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,57.609,57.447,60.0,65.036,False,0
280,RF,Conscientiousness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,61.685,61.702,60.87,57.065,False,0
281,RF,Conscientiousness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,55.163,55.319,51.163,60.87,False,0
282,RF,Conscientiousness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,55.072,55.319,48.78,64.13,False,0
283,RF,Conscientiousness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,67.935,68.085,65.116,72.464,False,0
284,RF,Conscientiousness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,59.42,59.574,55.814,63.043,False,0
285,RF,Neuroticism,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,54.074,53.191,54.167,52.593,False,0
286,RF,Neuroticism,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,56.019,53.191,47.619,54.815,False,0
287,RF,Neuroticism,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,54.074,53.191,54.167,52.593,False,0
288,RF,Neuroticism,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.667,48.936,42.857,52.037,False,0
289,RF,Neuroticism,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,49.815,46.809,39.024,45.37,False,0
290,RF,Extraversion,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,98.611,98.718,98.592,100.0,64.103,63.83,65.306,64.469,False,0
291,RF,Extraversion,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,53.571,53.191,54.167,58.425,False,0
292,RF,Extraversion,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,66.941,65.957,65.217,65.201,False,0
293,RF,Extraversion,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,56.41,55.319,53.333,62.363,False,0
294,RF,Extraversion,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,42.491,40.426,30.0,50.549,False,0
295,RF,Agreeableness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,36.878,36.17,44.444,35.747,False,0
296,RF,Agreeableness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,40.158,34.043,36.735,39.367,False,0
297,RF,Agreeableness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,98.485,98.63,98.462,100.0,48.416,42.553,47.059,49.321,False,0
298,RF,Agreeableness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1744,100.0,100.0,100.0,100.0,42.195,40.426,48.148,41.855,False,0
299,RF,Agreeableness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,63.801,51.064,51.064,65.724,False,0
300,MLP,Openness,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,56.25,55.556,55.556,55.937,False,0
301,MLP,Openness,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,58.75,58.333,59.459,67.188,False,0
302,MLP,Openness,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,97.297,97.468,97.222,100.0,50.625,50.0,50.0,62.5,False,0
303,MLP,Openness,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,40.625,38.889,31.25,40.938,False,0
304,MLP,Openness,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,41.25,41.667,46.154,43.125,False,0
305,MLP,Extraversion,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,95.833,96.154,95.652,97.884,70.468,70.27,68.571,72.515,False,0
306,MLP,Extraversion,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,61.988,62.162,65.0,70.468,False,0
307,MLP,Extraversion,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,56.871,56.757,55.556,68.713,False,0
308,MLP,Extraversion,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1781,100.0,100.0,100.0,100.0,54.386,54.054,48.485,64.327,False,0
309,MLP,Extraversion,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,54.532,54.054,45.161,48.83,False,0
310,MLP,Extraversion,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,94.841,94.872,94.444,99.272,62.427,62.162,58.824,66.667,False,0
311,MLP,Extraversion,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,54.24,54.054,51.429,60.234,False,0
312,MLP,Extraversion,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,350,96.032,96.154,95.775,99.537,35.234,35.135,33.333,40.643,False,0
313,MLP,Extraversion,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,35.38,35.135,29.412,42.982,False,0
314,MLP,Extraversion,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,40.643,40.541,38.889,40.936,False,0
315,MLP,Agreeableness,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,95.72,95.89,95.385,97.879,49.513,51.282,61.224,46.753,False,0
316,MLP,Agreeableness,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,52.273,51.282,59.574,57.468,False,0
317,MLP,Agreeableness,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,98.75,98.63,98.507,99.848,52.273,51.282,59.574,48.052,False,0
318,MLP,Agreeableness,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,49.513,51.282,61.224,55.844,False,0
319,MLP,Agreeableness,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,48.701,46.154,53.333,62.013,False,0
320,MLP,Conscientiousness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,50.0,51.429,41.379,61.905,False,0
321,MLP,Conscientiousness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,47.619,48.571,40.0,54.082,False,0
322,MLP,Conscientiousness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,94.987,95.0,94.737,98.12,58.333,57.143,54.545,52.041,False,0
323,MLP,Conscientiousness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,36.905,37.143,31.25,40.136,False,0
324,MLP,Conscientiousness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,48.81,48.571,43.75,44.898,False,0
325,MLP,Neuroticism,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,97.512,97.531,97.297,99.509,44.838,44.444,46.809,45.547,False,0
326,MLP,Neuroticism,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,97.297,97.531,97.222,99.754,46.761,46.667,50.0,47.571,False,0
327,MLP,Neuroticism,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,50.101,48.889,48.889,54.049,False,0
328,MLP,Neuroticism,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,35.02,35.556,40.816,33.401,False,0
329,MLP,Neuroticism,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,50.304,46.667,36.842,54.656,False,0
330,MLP,Openness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,49.375,50.0,55.0,47.812,False,0
331,MLP,Openness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,57.5,55.556,50.0,62.5,False,0
332,MLP,Openness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,98.649,98.734,98.63,100.0,50.625,50.0,50.0,61.25,False,0
333,MLP,Openness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,46.875,47.222,51.282,55.937,False,0
334,MLP,Openness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,41.875,41.667,43.243,52.188,False,0
335,MLP,Openness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,89.833,89.873,89.189,97.876,55.625,55.556,57.895,49.062,False,0
336,MLP,Openness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,47.5,47.222,48.649,50.0,False,0
