feature,mean_importance
1657,-0.0006893103747803719
1075,-0.0006883997510489515
97,-0.0006868854611789099
1338,-0.0006867374267695237
374,-0.0006825372511399142
65,-0.0006817900880790706
243,-0.0006815952400957448
1326,-0.0006805732199916981
460,-0.0006778045771580144
386,-0.0006771927935833366
721,-0.0006768262661645541
2073,-0.000676613974027851
2229,-0.0006730813632811805
118,-0.0006727865925749144
1241,-0.0006715699020225507
1974,-0.0006661321318839009
358,-0.0006638090568619303
2442,-0.0006630711925151078
1297,-0.0006628380685315017
723,-0.0006616690805219538
1911,-0.0006592699101194089
54,-0.0006588050002826363
2438,-0.000657936086248767
692,-0.0006577050639205329
2286,-0.000655622075293949
1227,-0.0006553512257816641
481,-0.0006553486096688265
1137,-0.0006539937712842225
830,-0.0006537925425255775
1818,-0.0006525424272505909
2235,-0.0006511188894424036
1804,-0.0006495491304448264
930,-0.0006444072369744758
1295,-0.0006432207229548293
37,-0.0006393909310301815
2027,-0.0006308508829238168
1233,-0.0006306174185515268
123,-0.0006298148400142089
619,-0.0006215031601836008
239,-0.000619067455681277
1038,-0.0006181714807282579
1023,-0.0006180080559661571
0,-0.0006156835811820472
2339,-0.0006136418671826238
1071,-0.0006134819872043673
2544,-0.0006111941271166654
2387,-0.0006111478105277568
1917,-0.0006057964691187579
982,-0.0006041700702569929
1139,-0.0006032700974700766
703,-0.000600614838033009
86,-0.0005989449094633947
876,-0.0005985616787060888
1753,-0.0005961890188502128
1010,-0.0005943946831455272
2390,-0.000592556601286065
656,-0.000592409782507708
657,-0.0005840823290070962
98,-0.0005833511531192603
1749,-0.0005831357290451255
726,-0.000582770075136041
866,-0.0005816788458213096
143,-0.0005806987597149038
153,-0.0005789765356589039
1441,-0.0005767837354625271
2078,-0.000576578410939732
1020,-0.0005683109105936834
1276,-0.0005671086747702448
76,-0.0005670498551457404
915,-0.0005661595365962114
1131,-0.0005647399700844602
869,-0.0005623152157916312
696,-0.0005601497956045698
704,-0.000555673395122347
249,-0.0005515818245356074
1345,-0.000550689467207377
1073,-0.000549639431243365
654,-0.0005492394516747656
467,-0.0005481949540041442
772,-0.0005481743768848801
722,-0.0005477406152173625
621,-0.0005461723580322042
825,-0.0005457420949872671
716,-0.000544736871761553
695,-0.0005383427900217397
1077,-0.0005379707938980238
541,-0.0005366710048687162
154,-0.0005355566869780448
615,-0.0005353067287263591
201,-0.0005332396189601463
350,-0.0005332201580842799
488,-0.0005304779164855388
507,-0.0005272604328976138
1142,-0.0005259450056461001
353,-0.0005240034598832377
1299,-0.0005225765191340769
1024,-0.0005223377793478256
867,-0.0005222072665813759
1188,-0.0005206130920679009
512,-0.000517223344199913
499,-0.0005148892744617495
20,-0.0005146068964121397
1810,-0.000513706950236581
251,-0.0005122144137209794
1090,-0.0005106308638196166
1289,-0.0005102765476918791
714,-0.0005077245895609206
559,-0.0005073458493465299
1762,-0.000506736438634714
931,-0.0005047146226804577
511,-0.000503470025289321
519,-0.0005024399647107769
530,-0.0005018413003317179
1559,-0.0005014434886615904
1027,-0.0005006569173549802
429,-0.000500336338444507
1817,-0.000498074429920925
45,-0.0004967649349971182
2015,-0.000496254356788739
1,-0.0004951125214467167
466,-0.0004939629825884362
487,-0.0004935786344164694
147,-0.0004911752012892844
848,-0.0004887960241431344
705,-0.00048795438420737856
1505,-0.000483674942810286
50,-0.0004829469774055739
599,-0.0004826406706891162
336,-0.0004821232779528728
96,-0.0004803112617579597
2226,-0.000479859304192376
205,-0.000477469578524814
1963,-0.00047325433940800246
1452,-0.00047013962709180346
855,-0.00046975696384079504
778,-0.0004696907022294861
233,-0.0004676674094527988
357,-0.00046264479028207406
229,-0.00046247260662892755
1864,-0.0004607146114908978
710,-0.0004604313526167636
341,-0.0004554844313675033
495,-0.0004520972336204521
661,-0.00045125853950296336
151,-0.00044939611692668135
26,-0.00044841979754587367
1599,-0.00044736312594398917
1973,-0.0004347452116147066
1035,-0.0004339322847615623
1037,-0.0004269193830710338
934,-0.00042589267324585347
881,-0.00042374717496420635
570,-0.0004187503244539981
610,-0.0004143511784257869
1279,-0.00041325404146428377
128,-0.0004114023209940476
217,-0.0004105440494109325
602,-0.0004091640223548576
643,-0.0004089432281397465
91,-0.00040875474451641526
1378,-0.00040614578094170237
770,-0.0004048845015281022
901,-0.00040041716262676494
1923,-0.00039972874354354815
1074,-0.00039498068731972367
812,-0.0003943126312349832
207,-0.0003894240454407671
347,-0.0003872387294486912
880,-0.0003849965271036093
94,-0.00038436936435147783
1439,-0.0003840051465358707
553,-0.00037560191121754904
39,-0.00037411864680158
1434,-0.0003733791140903886
1293,-0.0003731630270955133
773,-0.0003720134728575908
1713,-0.00036528422086269386
613,-0.0003615789992753582
501,-0.0003612880348510594
119,-0.0003603044706668612
1220,-0.00036007058706863935
819,-0.00035910568486937635
1292,-0.00035737873765308016
591,-0.00035717907726035003
1273,-0.0003559518114048532
1138,-0.00035570055486814354
1183,-0.00035450368954531575
1017,-0.00035123397699292623
565,-0.00035093939879083936
186,-0.00034912240864810596
240,-0.00034869356187802183
1122,-0.0003441312417242659
850,-0.00034406577324502807
1225,-0.0003436600530450806
646,-0.000341522186987675
1013,-0.00034054712242411746
225,-0.0003404219009600751
279,-0.0003396454293096873
255,-0.0003384763868252927
1607,-0.0003364397488309301
116,-0.0003341240433572312
1557,-0.00033163524584208794
27,-0.0003302122366568683
1009,-0.00033012346350063114
1278,-0.0003274629618513658
155,-0.00032731988816520063
598,-0.00032504966603319474
1495,-0.00032196583625963
1117,-0.00032046769887824624
1545,-0.00032001333643260076
1605,-0.00031484781178607867
954,-0.00031379089962724205
863,-0.00031299633844877883
1034,-0.00031234339695672685
611,-0.00030672046631089465
2545,-0.00030627896165841273
1537,-0.00030482055506384496
917,-0.0003032299913393044
287,-0.0003028209345845023
923,-0.0003028097201297819
1609,-0.00030224985401664515
1651,-0.00030215346262943974
1290,-0.00030148388189795707
872,-0.0002994260294133744
1277,-0.00029856745942759
2492,-0.0002973530690856041
1141,-0.0002966140641975534
852,-0.00029606320767348036
53,-0.00029427311765226614
690,-0.0002908168425572955
81,-0.0002907783199462721
1922,-0.00028574171597026685
1604,-0.0002853600778872312
146,-0.00028345494986737886
1819,-0.00027874677584810437
914,-0.0002759196313220413
1968,-0.00027314251936869647
1552,-0.0002709934727133323
971,-0.00027023933993562953
1283,-0.00026983452654310013
226,-0.0002690737794220022
393,-0.00026883790916827356
500,-0.00026750978521062897
637,-0.00026743149821845114
804,-0.00026575448008585577
1435,-0.00026547975805317757
601,-0.0002640197019795565
2230,-0.00026278517870853557
145,-0.0002625784153612587
697,-0.00026097445679972296
2650,-0.0002609491132847919
204,-0.000259701964152903
883,-0.0002579091739625117
1175,-0.00025702963414666604
851,-0.00025615207001213893
622,-0.00025570519674426027
1540,-0.00025275262999466805
242,-0.0002511574554850182
1287,-0.0002501668003609847
1548,-0.000249591391785009
56,-0.00024881153329416874
671,-0.0002466746043215728
584,-0.00024664109375888144
516,-0.00024546284995994314
636,-0.0002444067303296382
388,-0.00024238623051998643
1803,-0.00024142058723978233
1507,-0.0002410734647485202
1019,-0.00023911307407467052
1065,-0.00023847958920854008
1294,-0.0002343460871692793
63,-0.00023298734840940805
1485,-0.00023297961243198272
970,-0.00023264533219916617
649,-0.000231919474367559
247,-0.00023152393823142604
749,-0.00022686565607491494
338,-0.00022505495224726114
159,-0.00022400415907322113
1449,-0.00022397757909479177
1028,-0.00022302263776012853
182,-0.00022251304660789729
1284,-0.00022084183460894247
691,-0.00022030284672007737
752,-0.0002194067381219189
330,-0.00021667430822142064
297,-0.00021482145297524458
110,-0.0002143225952003558
536,-0.00021341112782851112
981,-0.00021161492440036067
1543,-0.00021150555597815313
140,-0.000209859203392726
1291,-0.0002091578066271027
653,-0.00020909914932912833
1593,-0.0002090097184025974
1329,-0.00020829572689214925
187,-0.00020428773769773923
1961,-0.0002041559783406921
1288,-0.0002041466695501537
567,-0.00020191175404035144
1285,-0.00020105994653113468
395,-0.00020096323395487614
24,-0.0001972972745961532
1036,-0.00019629855904220727
544,-0.00019573537889459037
197,-0.0001954852709149857
1272,-0.00019423626866154063
1758,-0.00019223447440038787
348,-0.00019162591854334776
411,-0.00019161830461711382
663,-0.00019117549269663802
1381,-0.0001898788582959665
1235,-0.00018503312357538438
49,-0.00018361613075542626
1179,-0.00018093536890708694
1397,-0.0001789236063513555
2391,-0.00017757976618242298
246,-0.00017500888021765304
253,-0.00017485424945330453
720,-0.00017452588159547756
1551,-0.000174150422120245
184,-0.0001712197800947446
1014,-0.00017057630526823298
694,-0.00016959765105468706
607,-0.00016912585260289159
648,-0.0001637691529106533
284,-0.00016373285035410358
1970,-0.0001635295193682329
2125,-0.00016310259211608225
1234,-0.0001615537322447569
1595,-0.0001614388944173206
517,-0.00016030044427498558
193,-0.000159448612101587
319,-0.00015829859424464353
747,-0.0001576249224624515
371,-0.00015734770749711302
1116,-0.00015714881412026704
777,-0.00015644903713734059
539,-0.00015431730169144232
706,-0.00015018728923873458
868,-0.0001494789500469218
231,-0.00014780423646879593
1805,-0.00014299248209691527
271,-0.00014263332385288096
757,-0.00014119259959595177
2182,-0.00013801530606732948
862,-0.00013628861367167566
337,-0.00013522123937202978
198,-0.00013360701209965686
1173,-0.0001331632020626694
1547,-0.00013220798383003495
755,-0.00013195309546443212
195,-0.0001302400722142494
1247,-0.00012833823195738115
639,-0.00012780538035963573
1542,-0.00012627914657881156
702,-0.00012614009009332962
133,-0.00011832591644886926
1538,-0.00011828198493566422
2439,-0.00011777195400718421
1709,-0.00011754439839799513
189,-0.00011466024913481254
492,-0.00011240407355623816
1012,-0.00011172250951259066
1553,-0.0001115042362467955
224,-0.00010686601975634646
712,-0.00010596431158818031
1862,-0.00010495223696452838
62,-0.00010470155868572695
1436,-0.00010280869064166476
2441,-0.00010086435172929065
377,-9.900272116787345e-05
1033,-9.788914762474122e-05
203,-9.761193728381467e-05
1502,-9.749109366941067e-05
351,-9.626918753161685e-05
1962,-9.27928625729768e-05
1969,-9.157612022020478e-05
1011,-8.760395627379624e-05
1244,-8.754571226079477e-05
1079,-8.5526591456897e-05
175,-8.431857787434271e-05
919,-8.295000462649194e-05
87,-8.061866921068583e-05
117,-8.028207846905167e-05
810,-8.010145440170424e-05
38,-7.99726792926947e-05
1070,-7.785045944439518e-05
80,-7.752201840758311e-05
19,-7.277333647240925e-05
652,-7.257396694854146e-05
1226,-6.8268717436204e-05
218,-6.676461513758226e-05
199,-6.649437925853041e-05
1129,-6.381853055540399e-05
292,-6.22384979430901e-05
1764,-6.076618323928029e-05
1550,-6.059861523186605e-05
465,-5.9379229173373016e-05
746,-5.924082489281446e-05
440,-5.858004169941866e-05
289,-5.845345391295442e-05
1018,-5.785660456575359e-05
232,-5.711799096806969e-05
748,-5.473563850615371e-05
856,-5.265088352035541e-05
1498,-5.2018328984404506e-05
960,-5.0631426354308395e-05
22,-4.8666637300920354e-05
1448,-4.859760029058968e-05
2599,-4.5642609860874205e-05
1698,-4.393780894098587e-05
1556,-4.3829432830344574e-05
497,-4.344031464740272e-05
160,-4.13360073001745e-05
1703,-3.649366361946349e-05
48,-3.627575578689646e-05
2332,-3.5627758955236734e-05
1807,-3.486638240230988e-05
857,-3.2269472587531654e-05
445,-3.07083428517485e-05
163,-3.064070443324907e-05
987,-2.9661000505587508e-05
1121,-2.6574424968428544e-05
43,-2.4883666113550974e-05
1334,-2.155857283582252e-05
1069,-1.7215546735471766e-05
1546,-1.2190567291625598e-05
1544,-1.098338742876459e-05
1340,-7.908743399709373e-06
1539,-7.311547356725345e-06
861,-6.621758229286012e-06
700,-5.407993690975665e-06
70,-3.958706576800975e-06
55,9.732615575130943e-07
908,1.6581171510821058e-06
551,5.317371286717165e-06
864,9.881938386813172e-06
60,1.1622484909501463e-05
33,1.363242645345819e-05
1644,1.697608310611276e-05
965,1.7517161841140717e-05
1064,1.8495181899669255e-05
235,1.8735590948015802e-05
2077,1.9472515750518227e-05
1966,1.9834178013111715e-05
1086,2.1333533802903037e-05
108,2.321112922326618e-05
1555,2.442373150256527e-05
1608,2.522159482210018e-05
34,3.5351262547966834e-05
667,3.6357964370303805e-05
61,3.8575529701267985e-05
124,3.954434132812379e-05
973,3.996976229910798e-05
1918,4.054277145165708e-05
1391,4.308325909639921e-05
183,4.3701944779273025e-05
1008,4.539702848301852e-05
1606,5.4322872307821515e-05
1541,5.7039348323018046e-05
827,6.376133960470654e-05
458,6.880002730340618e-05
227,7.17921744522343e-05
1602,7.182085729755539e-05
660,7.248384091341764e-05
1282,7.313872599238325e-05
1815,7.56255267049144e-05
1554,7.658023905496859e-05
1710,7.699678491287498e-05
457,7.775878819236138e-05
1119,7.982063087111913e-05
805,8.077745138989068e-05
913,8.281910820898686e-05
975,8.58468580850813e-05
605,8.58843687129629e-05
1975,8.908156926046296e-05
1663,8.952233898493756e-05
1172,9.040029315304787e-05
655,9.136538015612761e-05
505,9.61597050777252e-05
1178,0.00010030309792565805
1594,0.00010196491448671852
1549,0.00010261882444396741
918,0.00010495397550542851
228,0.00010526502279543105
162,0.00010895881173355049
2074,0.00011039623835081835
1453,0.00011272885886974837
1967,0.00011370255384530736
1433,0.00011499636398595303
324,0.00011581230739959869
181,0.00012328027283989851
809,0.00012331227887221185
213,0.00012982148779754342
236,0.00013096054284872372
1484,0.00013250019645730804
1072,0.00013267088283012152
2126,0.00013651578598503634
1126,0.00013970963276852544
484,0.00014634880144774874
83,0.00014644767258407133
331,0.00014762234538029384
1191,0.00014820174147393007
2333,0.00015136691132483504
1916,0.00015181516809178452
404,0.00015192539618313905
29,0.00015217625168999492
1914,0.00015226445446276938
1125,0.00015317991002938847
11,0.0001570476668300569
192,0.0001571517433102243
378,0.00015786558126382744
658,0.0001580960432084444
177,0.00015966509099789582
1389,0.00016159109620768054
1809,0.0001646564419749197
1021,0.00016702430024247982
955,0.00017039311953990222
550,0.0001736284965084489
549,0.00017505181196972864
446,0.0001819258987861172
808,0.0001835039099215563
178,0.00019439346255502034
2597,0.0001971230479540287
451,0.00019852159936690762
1706,0.00019982365323137908
698,0.00020027781757486762
871,0.00020062743390844017
1219,0.00020343035336531923
453,0.00020601433398768077
137,0.0002097137450930542
493,0.00021118462678946238
190,0.00021391817089290167
554,0.00022194100842278796
1751,0.00022342178180643213
510,0.00022803309221395285
1230,0.00022820606853983793
425,0.00023526553031911758
1451,0.0002405102297053041
245,0.00024122400483009843
168,0.0002426419893056142
1128,0.00024303505565426153
320,0.0002442699945699012
194,0.00024456113462820726
910,0.00025160140415917407
1647,0.0002520819511369732
920,0.0002583875773381261
1180,0.00026168738213674383
179,0.0002651487369212502
614,0.0002689696368104455
434,0.00027087601637819646
562,0.0002756516256243291
273,0.0002785185551686609
200,0.0002811095426349053
202,0.00028407156781798946
762,0.0002848104911014948
171,0.000287097440054418
12,0.00028885487989538383
266,0.0002896752593207097
568,0.0002942473717675087
373,0.00029750746319703316
1965,0.0003002534443208971
173,0.0003067598756433254
107,0.00030906464666252687
1763,0.00030914902114119734
381,0.00031484008149098577
138,0.00031661869866146387
1596,0.0003191758065348105
172,0.00032080769290647736
699,0.0003238651109997326
2175,0.0003243287027096198
220,0.0003243445366622799
1755,0.00032797159446061873
718,0.00032947352235355163
1076,0.00033020280727136253
2075,0.00033502479309682753
1591,0.00033571076261954544
398,0.0003372124754504102
216,0.00035838341971454745
860,0.0003642027110155932
547,0.0003689047726940786
1398,0.0003707885639222086
125,0.00037539335580667467
477,0.00037597209146614794
1007,0.00038266149514359915
346,0.0003828868837630339
174,0.00039457204332985494
196,0.0003948957410791376
191,0.00039538847295217394
961,0.00040278495083528876
1971,0.00040389414218665597
290,0.0004074606503942424
956,0.000407520522179472
2068,0.0004103972273929779
509,0.00041126365593350254
1497,0.000417544707790074
1031,0.0004196046217264882
1757,0.0004240589491004254
984,0.0004267450457317246
2388,0.000428103423866677
1240,0.0004287860120223419
161,0.00043041503787361046
1403,0.0004317243319299835
329,0.0004342682697459188
234,0.0004400517303257523
1861,0.00044063547024968396
668,0.00044164843115339635
439,0.00044955573248784965
176,0.00044961404725559764
1379,0.0004502002964524854
327,0.00045479634023940505
1032,0.0004603078090089752
1714,0.0004605858046285882
1972,0.00046088103583368233
555,0.00046505631232572896
759,0.0004665908861186785
560,0.00046685961112938876
1863,0.00047197953452332575
387,0.00047768087701736126
375,0.0004840309123697817
1869,0.0004856260092319098
916,0.00048599616427937866
489,0.00048615460867829086
430,0.000489819261306712
873,0.000492235291703802
25,0.0004923969451876009
167,0.0004966788834312008
3,0.0004975306995490425
1857,0.000501888131110495
164,0.000505223367139529
588,0.0005060343952485002
538,0.0005065490911773107
438,0.0005086811041642326
1856,0.0005111932861236567
214,0.0005114691352340218
426,0.0005137339218998949
1444,0.0005144965418473202
815,0.0005175119881498658
486,0.0005177581733268211
222,0.0005183705275011663
506,0.000518626532669797
170,0.0005285380673173634
448,0.0005325731482464068
616,0.0005335372406417682
650,0.0005356391555333961
299,0.0005372162347412445
480,0.0005374911582171071
325,0.000545632161364995
328,0.0005465387974589953
2070,0.0005474318212848161
585,0.0005499939236049301
498,0.0005502690888230854
223,0.0005543852707611153
2071,0.0005551181621444634
115,0.0005566080097777592
352,0.000557402658223205
1919,0.0005588836132835118
1808,0.0005608733156240442
806,0.0005633310858332407
66,0.000565195369926641
1654,0.0005678014074691706
1135,0.0005715118608580095
1499,0.0005732839582133442
2385,0.0005795265042062403
294,0.0005804660664179729
2703,0.0005829037418739636
165,0.0005839590399372874
1140,0.0005878425635926443
334,0.0005948967908550151
590,0.0005990854023826486
963,0.0006052232782300271
2284,0.0006107183229632773
1859,0.000618168008453912
958,0.0006190788054814434
482,0.0006216284451408316
849,0.0006224336672070452
142,0.0006227244790904862
566,0.0006234936587786732
1811,0.0006245656153577306
464,0.000625369834857048
504,0.0006286645344881992
853,0.0006367034289546325
389,0.0006367631059628675
2491,0.000639385279615845
73,0.0006414175859513649
1123,0.0006434912093583933
372,0.0006508882947891981
532,0.0006604496977133389
1696,0.0006639054084133456
166,0.0006645061711976097
1084,0.0006680106198247105
15,0.000669738918079954
268,0.0006704657845973405
715,0.00068454956662779
865,0.0006848387884441753
1382,0.0006853057737010615
542,0.0006978851041392175
1400,0.0006995646429122426
966,0.0007024547263767888
1394,0.0007138088316763658
84,0.0007156615902742969
1816,0.0007220930709812334
219,0.0007248361266003922
452,0.00072981252478167
478,0.0007304478055686348
1759,0.0007332751883974642
1649,0.0007381314546927142
57,0.0007552851052319509
802,0.0007554287126082526
1699,0.0007610884155979325
121,0.0007623226569426044
455,0.0007625321600130075
1066,0.0007639831577304745
35,0.0007776703512584526
400,0.0007779796033232644
1750,0.0007799677108344838
561,0.0007827470596072916
30,0.0007927739830466462
767,0.0007939897840715359
379,0.0007958141158530441
1120,0.0007982862361691989
774,0.0008017641289329913
909,0.0008105202626584763
1080,0.0008127265738161916
44,0.0008171894003965119
2177,0.0008199107945223716
814,0.0008200510363605918
548,0.0008234455258733453
1393,0.0008264930492192235
502,0.0008453095068317928
1068,0.0008456803994391082
1661,0.0008460930559253787
606,0.0008467220791164131
1494,0.0008470900869800846
1386,0.0008493441574120464
1385,0.000849433915995712
32,0.0008534787534789756
515,0.0008536099488132609
1597,0.0008552122490310676
274,0.0008605763310737368
537,0.0008608796370511929
1085,0.0008660043462146993
42,0.0008706384381583332
1127,0.0008726671891287951
120,0.0008728218701926638
1806,0.0008733159318541017
1432,0.0008736599059637085
1166,0.0008842868044190877
1440,0.0008845305602583564
1920,0.0008872016152769113
912,0.0008908996524080726
427,0.0008972670755870271
340,0.0008991270604408186
321,0.0009012901660897188
1598,0.0009049885927954193
926,0.0009105905164124683
906,0.0009116015116344079
1707,0.0009169713025815929
2336,0.0009196277237897954
608,0.0009254788931045699
2067,0.0009264923823878557
1603,0.0009297003983395613
4,0.000931062717460962
2122,0.0009316533858219844
701,0.0009386542991691616
2017,0.0009424820244985255
383,0.0009486600977436588
742,0.0009492671015878806
1395,0.0009576432504251553
428,0.0009618530491723564
1921,0.000979342232617142
1867,0.0009887622116853457
593,0.0009962486664720882
78,0.0010039161252278217
101,0.0010048780737189178
1280,0.0010068507139126659
1590,0.0010100731179498168
390,0.0010239785973301442
600,0.001030852392603121
8,0.0010333474068317417
1964,0.001036443209289084
558,0.0010383796470967432
1761,0.0010485012821198625
463,0.0010585864839438575
