,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
173,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,50,accuracy,89.058,89.091,88.462,16.081,40.0,44.898,22.857,61.735
174,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,100,accuracy,89.058,89.091,88.462,16.214,40.0,44.898,22.857,61.837
175,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,2,accuracy,86.032,86.441,84.615,90.967,45.818,44.681,35.0,43.636
176,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,5,accuracy,70.938,71.186,68.519,74.82,44.727,44.681,45.833,52.636
177,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,10,accuracy,65.253,66.102,59.184,65.108,39.0,38.298,32.558,36.545
178,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,50,accuracy,65.253,66.102,59.184,65.108,39.0,38.298,32.558,36.909
179,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,100,accuracy,65.253,66.102,59.184,65.166,39.0,38.298,32.558,37.273
180,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,2,accuracy,94.545,94.915,94.231,99.25,38.182,38.298,40.816,38.364
181,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,5,accuracy,68.427,69.492,61.702,75.152,48.364,46.809,32.432,44.636
182,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,10,accuracy,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
183,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,50,accuracy,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
184,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,100,accuracy,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
185,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,2,accuracy,100.0,100.0,100.0,0.0,50.0,46.809,0.0,50.909
186,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,5,accuracy,100.0,100.0,100.0,0.0,50.0,46.809,0.0,50.909
187,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,10,accuracy,100.0,100.0,100.0,0.0,50.0,46.809,0.0,50.909
188,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,50,accuracy,100.0,100.0,100.0,0.0,50.0,46.809,0.0,50.909
189,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,100,accuracy,100.0,100.0,100.0,0.0,50.0,46.809,0.0,50.909
190,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,2,accuracy,100.0,100.0,100.0,0.0,47.727,44.681,0.0,54.909
191,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,5,accuracy,100.0,100.0,100.0,0.0,47.727,44.681,0.0,54.909
192,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,10,accuracy,100.0,100.0,100.0,100.0,47.727,44.681,0.0,45.091
193,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,50,accuracy,100.0,100.0,100.0,0.0,47.727,44.681,0.0,54.909
194,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,100,accuracy,100.0,100.0,100.0,100.0,47.727,44.681,0.0,45.091
195,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,2,accuracy,52.98,53.39,48.598,51.678,54.013,53.061,46.512,47.575
196,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,5,accuracy,52.98,53.39,48.598,48.409,54.013,53.061,46.512,52.09
197,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,10,accuracy,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
198,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,50,accuracy,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
199,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,100,accuracy,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
200,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,2,accuracy,90.885,91.525,90.0,99.392,51.087,51.02,52.0,46.154
201,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,5,accuracy,66.551,67.797,59.574,75.318,48.495,46.939,31.579,56.02
202,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,10,accuracy,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
203,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,50,accuracy,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
204,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,100,accuracy,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
205,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,2,accuracy,52.98,53.39,48.598,51.707,54.013,53.061,46.512,47.659
206,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,5,accuracy,52.98,53.39,48.598,51.736,54.013,53.061,46.512,47.742
207,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,10,accuracy,52.98,53.39,48.598,51.649,54.013,53.061,46.512,47.993
208,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,50,accuracy,52.98,53.39,48.598,48.409,54.013,53.061,46.512,52.341
209,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,100,accuracy,52.98,53.39,48.598,51.707,54.013,53.061,46.512,47.659
210,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,2,accuracy,91.753,91.525,91.071,98.061,49.415,48.98,46.809,51.505
211,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,5,accuracy,73.872,75.424,67.416,75.752,52.843,51.02,33.333,50.334
212,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,10,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
213,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,50,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
214,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,100,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
215,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,2,accuracy,91.753,91.525,91.071,98.061,49.415,48.98,46.809,51.505
216,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,5,accuracy,73.872,75.424,67.416,75.767,52.843,51.02,33.333,50.334
217,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,10,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
218,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,50,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
219,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,100,accuracy,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
220,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,2,accuracy,65.741,68.644,47.887,1.476,50.0,46.939,0.0,53.512
221,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,5,accuracy,65.741,68.644,47.887,1.476,50.0,46.939,0.0,53.512
222,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,10,accuracy,65.741,68.644,47.887,98.524,50.0,46.939,0.0,46.488
223,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,50,accuracy,65.741,68.644,47.887,1.476,50.0,46.939,0.0,53.512
224,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,100,accuracy,65.741,68.644,47.887,1.476,50.0,46.939,0.0,53.512
225,SVC,Openness,test throw median,mean_strl,baseline,t_test,2,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
226,SVC,Openness,test throw median,mean_strl,baseline,t_test,5,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
227,SVC,Openness,test throw median,mean_strl,baseline,t_test,10,accuracy,60.065,60.714,55.102,56.871,51.475,50.98,50.98,51.941
228,SVC,Openness,test throw median,mean_strl,baseline,t_test,50,accuracy,60.065,60.714,55.102,56.661,51.475,50.98,50.98,52.019
229,SVC,Openness,test throw median,mean_strl,baseline,t_test,100,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
230,SVC,Openness,test throw median,mean_strl,baseline,pearson,2,accuracy,82.194,83.929,78.571,94.661,42.158,41.176,37.5,47.05
231,SVC,Openness,test throw median,mean_strl,baseline,pearson,5,accuracy,69.935,71.429,63.636,75.952,53.261,52.941,53.846,50.621
232,SVC,Openness,test throw median,mean_strl,baseline,pearson,10,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
233,SVC,Openness,test throw median,mean_strl,baseline,pearson,50,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
234,SVC,Openness,test throw median,mean_strl,baseline,pearson,100,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
235,SVC,Openness,test throw median,num_streamlines,baseline,pearson,2,accuracy,97.0,97.321,96.907,98.032,65.14,64.706,65.385,71.273
236,SVC,Openness,test throw median,num_streamlines,baseline,pearson,5,accuracy,67.968,70.536,57.143,75.065,55.435,54.902,54.902,61.025
237,SVC,Openness,test throw median,num_streamlines,baseline,pearson,10,accuracy,59.355,62.5,41.667,61.597,55.202,52.941,42.857,54.891
238,SVC,Openness,test throw median,num_streamlines,baseline,pearson,50,accuracy,59.355,62.5,41.667,61.597,55.202,52.941,42.857,54.891
239,SVC,Openness,test throw median,num_streamlines,baseline,pearson,100,accuracy,59.355,62.5,41.667,61.629,55.202,52.941,42.857,54.891
240,SVC,Openness,test throw median,mean_FA,baseline,pearson,2,accuracy,82.194,83.929,78.571,94.645,42.158,41.176,37.5,47.05
241,SVC,Openness,test throw median,mean_FA,baseline,pearson,5,accuracy,69.935,71.429,63.636,75.952,53.261,52.941,53.846,50.621
242,SVC,Openness,test throw median,mean_FA,baseline,pearson,10,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
243,SVC,Openness,test throw median,mean_FA,baseline,pearson,50,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
244,SVC,Openness,test throw median,mean_FA,baseline,pearson,100,accuracy,50.0,44.643,61.728,36.161,50.0,54.902,70.886,44.41
245,SVC,Openness,test throw median,mean_FA,baseline,t_test,2,accuracy,60.065,60.714,55.102,56.694,51.475,50.98,50.98,51.708
246,SVC,Openness,test throw median,mean_FA,baseline,t_test,5,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
247,SVC,Openness,test throw median,mean_FA,baseline,t_test,10,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
248,SVC,Openness,test throw median,mean_FA,baseline,t_test,50,accuracy,60.065,60.714,55.102,56.968,51.475,50.98,50.98,51.398
249,SVC,Openness,test throw median,mean_FA,baseline,t_test,100,accuracy,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
250,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,2,f1_weighted,92.857,94.118,92.308,99.213,49.483,53.061,34.286,44.828
251,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,5,f1_weighted,75.204,77.311,69.663,82.07,41.034,44.898,22.857,45.0
252,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,10,f1_weighted,61.327,63.866,51.685,66.006,48.879,55.102,21.429,58.879
253,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,50,f1_weighted,61.327,63.866,51.685,66.006,48.879,55.102,21.429,58.879
254,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,100,f1_weighted,61.327,63.866,51.685,66.006,48.879,55.102,21.429,58.879
255,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,2,f1_weighted,100.0,100.0,100.0,100.0,47.759,51.02,33.333,53.621
256,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,5,f1_weighted,100.0,100.0,100.0,100.0,47.759,51.02,33.333,53.707
257,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,10,f1_weighted,100.0,100.0,100.0,100.0,47.759,51.02,33.333,53.621
258,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,50,f1_weighted,100.0,100.0,100.0,0.0,47.759,51.02,33.333,46.379
259,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,100,f1_weighted,100.0,100.0,100.0,0.0,47.759,51.02,33.333,46.379
260,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,2,f1_weighted,90.204,89.916,88.235,92.872,38.362,40.816,25.641,42.241
261,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,5,f1_weighted,66.224,66.387,61.538,78.776,46.638,46.939,40.909,46.293
262,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,10,f1_weighted,62.653,67.227,48.0,62.041,41.207,46.939,13.333,41.207
263,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,50,f1_weighted,62.653,67.227,48.0,62.041,41.207,46.939,13.333,41.207
264,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,100,f1_weighted,62.653,67.227,48.0,62.041,41.207,46.939,13.333,41.207
265,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,2,f1_weighted,53.98,53.782,49.541,53.44,38.793,36.735,39.216,39.483
266,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,5,f1_weighted,53.98,53.782,49.541,53.44,38.793,36.735,39.216,39.483
267,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,10,f1_weighted,53.98,53.782,49.541,53.44,38.793,36.735,39.216,39.483
268,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,50,f1_weighted,53.98,53.782,49.541,46.56,38.793,36.735,39.216,60.517
269,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,100,f1_weighted,53.98,53.782,49.541,46.56,38.793,36.735,39.216,60.517
270,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,2,f1_weighted,53.98,53.782,49.541,53.44,38.793,36.735,39.216,39.483
271,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,5,f1_weighted,53.98,53.782,49.541,53.455,38.793,36.735,39.216,39.483
272,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,10,f1_weighted,53.98,53.782,49.541,46.56,38.793,36.735,39.216,60.517
273,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,50,f1_weighted,53.98,53.782,49.541,53.44,38.793,36.735,39.216,39.483
274,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,100,f1_weighted,53.98,53.782,49.541,53.411,38.793,36.735,39.216,39.483
275,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,2,f1_weighted,92.308,92.727,91.667,99.768,52.857,57.143,36.364,52.245
276,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,5,f1_weighted,67.507,69.091,54.054,70.408,47.143,61.224,17.391,30.408
277,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,10,f1_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
278,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,50,f1_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
279,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,100,f1_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
280,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,2,f1_weighted,90.782,90.909,90.196,95.656,59.286,63.265,43.75,47.959
281,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,5,f1_weighted,73.044,72.727,73.214,81.996,40.0,44.898,22.857,45.102
282,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,10,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
283,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,50,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
284,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,100,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
285,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,2,f1_weighted,50.398,50.0,52.174,48.375,54.286,59.184,37.5,42.449
286,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,5,f1_weighted,50.398,50.0,52.174,48.375,54.286,59.184,37.5,43.061
287,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,10,f1_weighted,50.398,50.0,52.174,48.309,54.286,59.184,37.5,43.265
288,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,50,f1_weighted,50.398,50.0,52.174,48.342,54.286,59.184,37.5,43.265
289,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,100,f1_weighted,50.398,50.0,52.174,48.326,54.286,59.184,37.5,43.163
290,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,2,f1_weighted,90.782,90.909,90.196,95.656,59.286,63.265,43.75,47.959
291,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,5,f1_weighted,73.044,72.727,73.214,81.996,40.0,44.898,22.857,45.102
292,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,10,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
293,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,50,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
294,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,100,f1_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
295,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,2,f1_weighted,89.058,89.091,88.462,83.919,40.0,44.898,22.857,38.163
296,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,5,f1_weighted,89.058,89.091,88.462,83.919,40.0,44.898,22.857,38.163
297,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,10,f1_weighted,89.058,89.091,88.462,16.081,40.0,44.898,22.857,62.041
298,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,50,f1_weighted,89.058,89.091,88.462,83.919,40.0,44.898,22.857,38.163
299,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,100,f1_weighted,89.058,89.091,88.462,83.919,40.0,44.898,22.857,38.163
300,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,2,f1_weighted,90.231,90.678,89.32,92.987,41.0,40.426,36.364,39.455
301,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,5,f1_weighted,70.938,71.186,68.519,74.791,44.727,44.681,45.833,52.636
302,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,10,f1_weighted,65.253,66.102,59.184,65.108,39.0,38.298,32.558,36.545
303,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,50,f1_weighted,65.253,66.102,59.184,65.137,39.0,38.298,32.558,36.909
304,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,100,f1_weighted,65.253,66.102,59.184,65.137,39.0,38.298,32.558,36.909
305,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,2,f1_weighted,94.545,94.915,94.231,99.25,38.182,38.298,40.816,38.364
306,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,5,f1_weighted,68.427,69.492,61.702,75.152,48.364,46.809,32.432,44.727
307,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,10,f1_weighted,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
308,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,50,f1_weighted,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
309,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,100,f1_weighted,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
310,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,2,f1_weighted,81.154,81.356,79.63,27.532,45.0,44.681,43.478,44.727
311,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,5,f1_weighted,81.154,81.356,79.63,27.518,45.0,44.681,43.478,44.727
312,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,10,f1_weighted,81.154,81.356,79.63,27.561,45.0,44.681,43.478,44.727
313,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,50,f1_weighted,81.154,81.356,79.63,27.532,45.0,44.681,43.478,44.727
314,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,100,f1_weighted,81.154,81.356,79.63,27.561,45.0,44.681,43.478,44.727
315,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,2,f1_weighted,76.392,76.271,75.439,31.227,52.727,53.191,57.692,48.182
316,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,5,f1_weighted,76.392,76.271,75.439,31.227,52.727,53.191,57.692,48.182
317,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,10,f1_weighted,76.392,76.271,75.439,31.241,52.727,53.191,57.692,48.182
318,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,50,f1_weighted,76.392,76.271,75.439,31.241,52.727,53.191,57.692,48.182
319,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,100,f1_weighted,76.392,76.271,75.439,31.27,52.727,53.191,57.692,48.182
320,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,2,f1_weighted,52.98,53.39,48.598,48.264,54.013,53.061,46.512,52.341
321,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,5,f1_weighted,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
322,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,10,f1_weighted,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
323,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,50,f1_weighted,52.98,53.39,48.598,48.322,54.013,53.061,46.512,52.341
324,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,100,f1_weighted,52.98,53.39,48.598,48.293,54.013,53.061,46.512,52.341
325,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,2,f1_weighted,90.885,91.525,90.0,99.392,51.087,51.02,52.0,46.154
326,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,5,f1_weighted,66.551,67.797,59.574,75.318,48.495,46.939,31.579,56.02
327,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,10,f1_weighted,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
328,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,50,f1_weighted,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
329,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,100,f1_weighted,60.185,63.559,33.846,63.874,45.652,42.857,0.0,43.98
330,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,2,f1_weighted,52.98,53.39,48.598,51.678,54.013,53.061,46.512,48.077
331,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,5,f1_weighted,52.98,53.39,48.598,51.707,54.013,53.061,46.512,47.659
332,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,10,f1_weighted,52.98,53.39,48.598,48.351,54.013,53.061,46.512,52.341
333,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,50,f1_weighted,52.98,53.39,48.598,51.707,54.013,53.061,46.512,47.659
334,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,100,f1_weighted,52.98,53.39,48.598,51.707,54.013,53.061,46.512,47.408
335,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,2,f1_weighted,91.753,91.525,91.071,98.09,49.415,48.98,46.809,51.505
336,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,5,f1_weighted,73.872,75.424,67.416,75.767,52.843,51.02,33.333,50.334
337,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,10,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
338,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,50,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
339,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,100,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
340,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,2,f1_weighted,91.753,91.525,91.071,98.061,49.415,48.98,46.809,51.505
341,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,5,f1_weighted,73.872,75.424,67.416,75.767,52.843,51.02,33.333,50.334
342,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,10,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
343,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,50,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
344,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,100,f1_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
345,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,2,f1_weighted,73.466,73.729,71.028,62.384,54.515,53.061,41.026,47.492
346,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,5,f1_weighted,73.466,73.729,71.028,62.384,54.515,53.061,41.026,47.492
347,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,10,f1_weighted,73.466,73.729,71.028,62.384,54.515,53.061,41.026,47.492
348,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,50,f1_weighted,73.466,73.729,71.028,37.616,54.515,53.061,41.026,52.508
349,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,100,f1_weighted,73.466,73.729,71.028,62.428,54.515,53.061,41.026,47.492
350,SVC,Openness,test throw median,mean_strl,baseline,t_test,2,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
351,SVC,Openness,test throw median,mean_strl,baseline,t_test,5,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
352,SVC,Openness,test throw median,mean_strl,baseline,t_test,10,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
353,SVC,Openness,test throw median,mean_strl,baseline,t_test,50,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
354,SVC,Openness,test throw median,mean_strl,baseline,t_test,100,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
355,SVC,Openness,test throw median,mean_strl,baseline,pearson,2,f1_weighted,82.194,83.929,78.571,94.645,42.158,41.176,37.5,47.05
356,SVC,Openness,test throw median,mean_strl,baseline,pearson,5,f1_weighted,69.935,71.429,63.636,75.919,53.261,52.941,53.846,50.621
357,SVC,Openness,test throw median,mean_strl,baseline,pearson,10,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
358,SVC,Openness,test throw median,mean_strl,baseline,pearson,50,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
359,SVC,Openness,test throw median,mean_strl,baseline,pearson,100,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
360,SVC,Openness,test throw median,num_streamlines,baseline,pearson,2,f1_weighted,97.0,97.321,96.907,98.032,65.14,64.706,65.385,71.273
361,SVC,Openness,test throw median,num_streamlines,baseline,pearson,5,f1_weighted,67.968,70.536,57.143,75.065,55.435,54.902,54.902,61.025
362,SVC,Openness,test throw median,num_streamlines,baseline,pearson,10,f1_weighted,59.355,62.5,41.667,61.597,55.202,52.941,42.857,54.891
363,SVC,Openness,test throw median,num_streamlines,baseline,pearson,50,f1_weighted,59.355,62.5,41.667,61.629,55.202,52.941,42.857,54.891
364,SVC,Openness,test throw median,num_streamlines,baseline,pearson,100,f1_weighted,59.355,62.5,41.667,61.597,55.202,52.941,42.857,54.891
365,SVC,Openness,test throw median,mean_FA,baseline,pearson,2,f1_weighted,82.194,83.929,78.571,94.645,42.158,41.176,37.5,47.127
