,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
366,SVC,Openness,test throw median,mean_FA,baseline,pearson,5,f1_weighted,69.935,71.429,63.636,75.952,53.261,52.941,53.846,50.621
367,SVC,Openness,test throw median,mean_FA,baseline,pearson,10,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.435
368,SVC,Openness,test throw median,mean_FA,baseline,pearson,50,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
369,SVC,Openness,test throw median,mean_FA,baseline,pearson,100,f1_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
370,SVC,Openness,test throw median,mean_FA,baseline,t_test,2,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
371,SVC,Openness,test throw median,mean_FA,baseline,t_test,5,f1_weighted,60.065,60.714,55.102,56.694,51.475,50.98,50.98,51.708
372,SVC,Openness,test throw median,mean_FA,baseline,t_test,10,f1_weighted,60.065,60.714,55.102,56.694,51.475,50.98,50.98,51.708
373,SVC,Openness,test throw median,mean_FA,baseline,t_test,50,f1_weighted,60.065,60.714,55.102,56.677,51.475,50.98,50.98,51.708
374,SVC,Openness,test throw median,mean_FA,baseline,t_test,100,f1_weighted,60.065,60.714,55.102,56.71,51.475,50.98,50.98,51.708
375,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,2,roc_auc_ovr_weighted,87.041,89.076,85.057,96.181,41.983,46.939,18.75,41.552
376,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,5,roc_auc_ovr_weighted,63.265,69.748,41.935,82.536,44.828,53.061,0.0,49.138
377,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,10,roc_auc_ovr_weighted,50.0,58.824,0.0,66.006,50.0,59.184,0.0,58.879
378,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,50,roc_auc_ovr_weighted,50.0,58.824,0.0,66.02,50.0,59.184,0.0,58.879
379,SVC,Agreeableness,test throw median,num_streamlines,baseline,pearson,100,roc_auc_ovr_weighted,50.0,58.824,0.0,66.297,50.0,59.184,0.0,57.586
380,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,2,roc_auc_ovr_weighted,33.061,35.294,20.619,70.627,43.19,42.857,39.13,60.862
381,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,5,roc_auc_ovr_weighted,33.061,35.294,20.619,70.612,43.19,42.857,39.13,60.862
382,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,10,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,59.184,0.0,46.897
383,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,50,roc_auc_ovr_weighted,100.0,100.0,100.0,100.0,50.259,53.061,37.838,54.828
384,SVC,Agreeableness,test throw median,num_streamlines,baseline,t_test,100,roc_auc_ovr_weighted,33.061,35.294,20.619,70.612,43.19,42.857,39.13,60.862
385,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,2,roc_auc_ovr_weighted,50.0,58.824,0.0,100.0,50.0,59.184,0.0,47.931
386,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,5,roc_auc_ovr_weighted,66.224,66.387,61.538,78.776,46.638,46.939,40.909,46.293
387,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,10,roc_auc_ovr_weighted,50.0,58.824,0.0,62.041,50.0,59.184,0.0,41.207
388,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,50,roc_auc_ovr_weighted,50.0,58.824,0.0,62.07,50.0,59.184,0.0,41.207
389,SVC,Agreeableness,test throw median,mean_strl,baseline,pearson,100,roc_auc_ovr_weighted,62.653,67.227,48.0,62.041,41.207,46.939,13.333,41.207
390,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,2,roc_auc_ovr_weighted,50.0,41.176,58.333,0.0,50.0,40.816,57.971,62.759
391,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,5,roc_auc_ovr_weighted,50.0,58.824,0.0,0.0,50.0,59.184,0.0,52.241
392,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,10,roc_auc_ovr_weighted,50.0,41.176,58.333,0.0,50.0,40.816,57.971,62.759
393,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,50,roc_auc_ovr_weighted,50.0,41.176,58.333,0.0,50.0,40.816,57.971,62.759
394,SVC,Agreeableness,test throw median,mean_FA,baseline,t_test,100,roc_auc_ovr_weighted,50.0,58.824,0.0,0.0,50.0,59.184,0.0,52.241
395,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,2,roc_auc_ovr_weighted,50.0,58.824,0.0,50.0,50.0,59.184,0.0,50.0
396,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,5,roc_auc_ovr_weighted,50.0,41.176,58.333,0.0,50.0,40.816,57.971,62.759
397,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,10,roc_auc_ovr_weighted,50.0,58.824,0.0,0.0,50.0,59.184,0.0,52.241
398,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,50,roc_auc_ovr_weighted,50.0,41.176,58.333,0.0,50.0,40.816,57.971,62.759
399,SVC,Agreeableness,test throw median,mean_strl,baseline,t_test,100,roc_auc_ovr_weighted,50.0,58.824,0.0,0.0,50.0,59.184,0.0,52.241
400,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,2,roc_auc_ovr_weighted,75.962,77.273,68.354,93.932,50.0,65.306,19.048,50.204
401,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,5,roc_auc_ovr_weighted,65.484,67.273,48.571,70.259,47.857,65.306,10.526,30.612
402,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,10,roc_auc_ovr_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
403,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,50,roc_auc_ovr_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
404,SVC,Conscientiousness,test throw median,num_streamlines,baseline,pearson,100,roc_auc_ovr_weighted,59.715,61.818,34.375,59.715,50.714,69.388,11.765,50.918
405,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,2,roc_auc_ovr_weighted,93.369,93.636,92.929,96.784,55.714,61.224,38.71,47.755
406,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,5,roc_auc_ovr_weighted,71.751,72.727,65.116,82.261,46.429,57.143,22.222,44.694
407,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,10,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
408,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,50,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
409,SVC,Conscientiousness,test throw median,mean_strl,baseline,pearson,100,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
410,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,2,roc_auc_ovr_weighted,50.962,53.636,3.774,0.0,50.0,71.429,0.0,49.082
411,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,5,roc_auc_ovr_weighted,44.33,44.545,40.777,43.816,52.143,53.061,37.838,47.959
412,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,10,roc_auc_ovr_weighted,50.962,53.636,3.774,0.0,50.0,71.429,0.0,49.082
413,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,50,roc_auc_ovr_weighted,50.962,53.636,3.774,0.0,50.0,71.429,0.0,57.755
414,SVC,Conscientiousness,test throw median,mean_FA,baseline,t_test,100,roc_auc_ovr_weighted,84.549,84.545,83.81,77.586,37.143,40.816,21.622,37.755
415,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,2,roc_auc_ovr_weighted,93.369,93.636,92.929,96.784,55.714,61.224,38.71,47.755
416,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,5,roc_auc_ovr_weighted,71.751,72.727,65.116,82.261,46.429,57.143,22.222,44.694
417,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,10,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
418,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,50,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
419,SVC,Conscientiousness,test throw median,mean_FA,baseline,pearson,100,roc_auc_ovr_weighted,62.898,64.545,46.575,63.229,52.143,65.306,26.087,52.551
420,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,2,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,71.429,0.0,62.245
421,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,5,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,71.429,0.0,62.245
422,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,10,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,71.429,0.0,61.633
423,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,50,roc_auc_ovr_weighted,89.058,89.091,88.462,83.919,40.0,44.898,22.857,38.367
424,SVC,Conscientiousness,test throw median,num_streamlines,baseline,t_test,100,roc_auc_ovr_weighted,50.0,52.727,0.0,100.0,50.0,71.429,0.0,36.122
425,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,2,roc_auc_ovr_weighted,84.56,84.746,83.333,89.928,47.273,46.809,44.444,44.0
426,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,5,roc_auc_ovr_weighted,60.0,62.712,33.333,79.408,53.727,51.064,20.69,49.727
427,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,10,roc_auc_ovr_weighted,56.595,59.322,27.273,65.108,45.455,42.553,0.0,37.273
428,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,50,roc_auc_ovr_weighted,65.253,66.102,59.184,65.137,39.0,38.298,32.558,36.727
429,SVC,Extraversion,test throw median,mean_FA,baseline,pearson,100,roc_auc_ovr_weighted,65.253,66.102,59.184,65.166,39.0,38.298,32.558,37.273
430,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,2,roc_auc_ovr_weighted,87.619,88.136,86.275,96.45,34.182,34.043,34.043,35.273
431,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,5,roc_auc_ovr_weighted,68.427,69.492,61.702,75.354,48.364,46.809,32.432,44.364
432,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,10,roc_auc_ovr_weighted,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
433,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,50,roc_auc_ovr_weighted,50.0,53.39,0.0,50.0,50.0,46.809,0.0,50.0
434,SVC,Extraversion,test throw median,num_streamlines,baseline,pearson,100,roc_auc_ovr_weighted,58.297,61.017,30.303,58.326,56.0,53.191,21.429,56.0
435,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,2,roc_auc_ovr_weighted,24.964,25.424,18.519,83.319,49.545,48.936,45.455,49.091
436,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,5,roc_auc_ovr_weighted,24.964,25.424,18.519,83.333,49.545,48.936,45.455,49.091
437,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,10,roc_auc_ovr_weighted,24.964,25.424,18.519,83.319,49.545,48.936,45.455,49.091
438,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,50,roc_auc_ovr_weighted,24.964,25.424,18.519,83.333,49.545,48.936,45.455,49.091
439,SVC,Extraversion,test throw median,num_streamlines,baseline,t_test,100,roc_auc_ovr_weighted,24.964,25.424,18.519,83.319,49.545,48.936,45.455,49.091
440,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,2,roc_auc_ovr_weighted,50.0,53.39,0.0,60.317,50.0,46.809,0.0,37.818
441,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,5,roc_auc_ovr_weighted,50.0,53.39,0.0,60.317,50.0,46.809,0.0,37.818
442,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,10,roc_auc_ovr_weighted,50.0,53.39,0.0,60.317,50.0,46.809,0.0,37.818
443,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,50,roc_auc_ovr_weighted,50.0,53.39,0.0,60.317,50.0,46.809,0.0,37.818
444,SVC,Extraversion,test throw median,mean_FA,baseline,t_test,100,roc_auc_ovr_weighted,50.0,53.39,0.0,60.317,50.0,46.809,0.0,37.818
445,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,2,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,46.939,0.0,43.311
446,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,5,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,46.939,0.0,43.311
447,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,10,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,46.656
448,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,50,roc_auc_ovr_weighted,52.488,52.542,50.0,51.62,51.839,51.02,45.455,49.164
449,SVC,Neuroticism,test throw median,mean_strl,baseline,t_test,100,roc_auc_ovr_weighted,52.98,53.39,48.598,51.244,54.515,53.061,41.026,48.662
450,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,2,roc_auc_ovr_weighted,90.885,91.525,90.0,99.392,51.087,51.02,52.0,46.154
451,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,5,roc_auc_ovr_weighted,50.0,54.237,0.0,75.434,50.0,46.939,0.0,56.355
452,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,10,roc_auc_ovr_weighted,50.0,54.237,0.0,63.874,50.0,46.939,0.0,43.98
453,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,50,roc_auc_ovr_weighted,50.0,54.237,0.0,63.874,50.0,46.939,0.0,43.98
454,SVC,Neuroticism,test throw median,num_streamlines,baseline,pearson,100,roc_auc_ovr_weighted,50.0,54.237,0.0,63.874,50.0,46.939,0.0,43.98
455,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,2,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,46.939,0.0,43.311
456,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,5,roc_auc_ovr_weighted,100.0,100.0,100.0,0.0,50.0,46.939,0.0,43.311
457,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,10,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,46.656
458,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,50,roc_auc_ovr_weighted,52.488,52.542,50.0,51.707,51.839,51.02,45.455,49.164
459,SVC,Neuroticism,test throw median,mean_FA,baseline,t_test,100,roc_auc_ovr_weighted,52.98,53.39,48.598,53.299,54.013,53.061,46.512,51.171
460,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,2,roc_auc_ovr_weighted,86.632,86.441,85.714,92.506,49.415,48.98,46.809,55.017
461,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,5,roc_auc_ovr_weighted,50.0,54.237,0.0,76.997,50.0,46.939,0.0,48.997
462,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,10,roc_auc_ovr_weighted,50.0,54.237,0.0,60.619,50.0,46.939,0.0,45.652
463,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,50,roc_auc_ovr_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
464,SVC,Neuroticism,test throw median,mean_FA,baseline,pearson,100,roc_auc_ovr_weighted,50.0,54.237,0.0,60.619,50.0,46.939,0.0,45.652
465,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,2,roc_auc_ovr_weighted,86.632,86.441,85.714,92.506,49.415,48.98,46.809,55.017
466,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,5,roc_auc_ovr_weighted,50.0,54.237,0.0,76.997,50.0,46.939,0.0,49.164
467,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,10,roc_auc_ovr_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
468,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,50,roc_auc_ovr_weighted,60.619,63.559,39.437,60.619,45.151,42.857,12.5,45.652
469,SVC,Neuroticism,test throw median,mean_strl,baseline,pearson,100,roc_auc_ovr_weighted,50.0,54.237,0.0,60.619,50.0,46.939,0.0,45.652
470,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,2,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,37.625
471,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,5,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,37.625
472,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,10,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,37.625
473,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,50,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,37.625
474,SVC,Neuroticism,test throw median,num_streamlines,baseline,t_test,100,roc_auc_ovr_weighted,50.0,54.237,0.0,0.0,50.0,46.939,0.0,37.625
475,SVC,Openness,test throw median,mean_strl,baseline,t_test,2,roc_auc_ovr_weighted,58.0,62.5,27.586,100.0,53.571,49.02,13.333,55.901
476,SVC,Openness,test throw median,mean_strl,baseline,t_test,5,roc_auc_ovr_weighted,58.0,62.5,27.586,100.0,53.571,49.02,13.333,55.901
477,SVC,Openness,test throw median,mean_strl,baseline,t_test,10,roc_auc_ovr_weighted,58.0,62.5,27.586,100.0,53.571,49.02,13.333,55.901
478,SVC,Openness,test throw median,mean_strl,baseline,t_test,50,roc_auc_ovr_weighted,100.0,100.0,100.0,100.0,49.224,45.098,12.5,53.882
479,SVC,Openness,test throw median,mean_strl,baseline,t_test,100,roc_auc_ovr_weighted,50.0,55.357,0.0,99.71,50.0,45.098,0.0,54.115
480,SVC,Openness,test throw median,mean_strl,baseline,pearson,2,roc_auc_ovr_weighted,50.0,55.357,0.0,100.0,50.0,45.098,0.0,46.739
481,SVC,Openness,test throw median,mean_strl,baseline,pearson,5,roc_auc_ovr_weighted,50.0,55.357,0.0,81.758,50.0,45.098,0.0,50.0
482,SVC,Openness,test throw median,mean_strl,baseline,pearson,10,roc_auc_ovr_weighted,50.0,55.357,0.0,63.839,50.0,45.098,0.0,55.59
483,SVC,Openness,test throw median,mean_strl,baseline,pearson,50,roc_auc_ovr_weighted,63.516,65.179,55.172,63.839,54.037,52.941,50.0,55.59
484,SVC,Openness,test throw median,mean_strl,baseline,pearson,100,roc_auc_ovr_weighted,50.0,55.357,0.0,63.839,50.0,45.098,0.0,55.59
485,SVC,Openness,test throw median,num_streamlines,baseline,pearson,2,roc_auc_ovr_weighted,50.0,55.357,0.0,95.226,50.0,45.098,0.0,72.36
486,SVC,Openness,test throw median,num_streamlines,baseline,pearson,5,roc_auc_ovr_weighted,68.968,71.429,58.974,74.871,59.394,58.824,58.824,61.957
487,SVC,Openness,test throw median,num_streamlines,baseline,pearson,10,roc_auc_ovr_weighted,50.0,55.357,0.0,50.0,50.0,45.098,0.0,50.0
488,SVC,Openness,test throw median,num_streamlines,baseline,pearson,50,roc_auc_ovr_weighted,50.0,55.357,0.0,61.597,50.0,45.098,0.0,54.891
489,SVC,Openness,test throw median,num_streamlines,baseline,pearson,100,roc_auc_ovr_weighted,50.0,55.357,0.0,61.597,50.0,45.098,0.0,54.891
490,SVC,Openness,test throw median,mean_FA,baseline,pearson,2,roc_auc_ovr_weighted,50.0,55.357,0.0,100.0,50.0,45.098,0.0,46.739
491,SVC,Openness,test throw median,mean_FA,baseline,pearson,5,roc_auc_ovr_weighted,50.0,55.357,0.0,81.758,50.0,45.098,0.0,50.0
492,SVC,Openness,test throw median,mean_FA,baseline,pearson,10,roc_auc_ovr_weighted,50.0,55.357,0.0,63.839,50.0,45.098,0.0,55.59
493,SVC,Openness,test throw median,mean_FA,baseline,pearson,50,roc_auc_ovr_weighted,65.129,66.964,56.471,63.839,52.252,50.98,46.809,55.59
494,SVC,Openness,test throw median,mean_FA,baseline,pearson,100,roc_auc_ovr_weighted,50.0,55.357,0.0,63.839,50.0,45.098,0.0,55.59
495,SVC,Openness,test throw median,mean_FA,baseline,t_test,2,roc_auc_ovr_weighted,55.0,59.821,18.182,100.0,53.571,49.02,13.333,56.056
496,SVC,Openness,test throw median,mean_FA,baseline,t_test,5,roc_auc_ovr_weighted,50.0,55.357,0.0,100.0,51.786,47.059,6.897,55.901
497,SVC,Openness,test throw median,mean_FA,baseline,t_test,10,roc_auc_ovr_weighted,55.0,59.821,18.182,100.0,53.571,49.02,13.333,56.056
498,SVC,Openness,test throw median,mean_FA,baseline,t_test,50,roc_auc_ovr_weighted,50.0,55.357,0.0,0.0,51.786,47.059,6.897,44.099
499,SVC,Openness,test throw median,mean_FA,baseline,t_test,100,roc_auc_ovr_weighted,100.0,100.0,100.0,100.0,49.224,45.098,12.5,53.882
500,SVC,Agreeableness,keep median,num_streamlines,baseline,pearson,2,balanced_accuracy,92.857,94.118,92.308,99.213,49.101,51.613,34.783,46.878
501,SVC,Agreeableness,keep median,num_streamlines,baseline,pearson,5,balanced_accuracy,77.143,78.151,72.917,82.099,41.534,43.548,28.571,49.735
502,SVC,Agreeableness,keep median,num_streamlines,baseline,pearson,10,balanced_accuracy,61.327,63.866,51.685,66.006,42.275,46.774,10.811,43.704
503,SVC,Agreeableness,keep median,num_streamlines,baseline,pearson,50,balanced_accuracy,61.327,63.866,51.685,66.006,42.275,46.774,10.811,43.704
504,SVC,Agreeableness,keep median,num_streamlines,baseline,pearson,100,balanced_accuracy,61.327,63.866,51.685,66.006,42.275,46.774,10.811,43.704
505,SVC,Agreeableness,keep median,num_streamlines,baseline,t_test,2,balanced_accuracy,100.0,100.0,100.0,100.0,53.81,56.452,40.0,52.804
506,SVC,Agreeableness,keep median,num_streamlines,baseline,t_test,5,balanced_accuracy,100.0,100.0,100.0,100.0,53.81,56.452,40.0,52.804
507,SVC,Agreeableness,keep median,num_streamlines,baseline,t_test,10,balanced_accuracy,100.0,100.0,100.0,100.0,53.81,56.452,40.0,52.857
508,SVC,Agreeableness,keep median,num_streamlines,baseline,t_test,50,balanced_accuracy,100.0,100.0,100.0,0.0,53.81,56.452,40.0,47.196
509,SVC,Agreeableness,keep median,num_streamlines,baseline,t_test,100,balanced_accuracy,100.0,100.0,100.0,100.0,53.81,56.452,40.0,52.804
510,SVC,Agreeableness,keep median,mean_strl,baseline,pearson,2,balanced_accuracy,90.204,89.916,88.235,92.857,56.931,58.065,50.0,58.413
511,SVC,Agreeableness,keep median,mean_strl,baseline,pearson,5,balanced_accuracy,66.224,66.387,61.538,78.776,55.503,56.452,49.057,55.873
512,SVC,Agreeableness,keep median,mean_strl,baseline,pearson,10,balanced_accuracy,62.653,67.227,48.0,62.041,52.116,56.452,27.027,52.593
513,SVC,Agreeableness,keep median,mean_strl,baseline,pearson,50,balanced_accuracy,62.653,67.227,48.0,62.041,52.116,56.452,27.027,52.593
514,SVC,Agreeableness,keep median,mean_strl,baseline,pearson,100,balanced_accuracy,62.653,67.227,48.0,62.041,52.116,56.452,27.027,52.593
515,SVC,Agreeableness,keep median,mean_FA,baseline,t_test,2,balanced_accuracy,53.98,53.782,49.541,46.56,59.471,58.065,59.375,37.354
516,SVC,Agreeableness,keep median,mean_FA,baseline,t_test,5,balanced_accuracy,53.98,53.782,49.541,53.44,59.471,58.065,59.375,62.646
517,SVC,Agreeableness,keep median,mean_FA,baseline,t_test,10,balanced_accuracy,53.98,53.782,49.541,53.44,59.471,58.065,59.375,62.646
518,SVC,Agreeableness,keep median,mean_FA,baseline,t_test,50,balanced_accuracy,53.98,53.782,49.541,46.56,59.471,58.065,59.375,37.354
519,SVC,Agreeableness,keep median,mean_FA,baseline,t_test,100,balanced_accuracy,53.98,53.782,49.541,46.56,59.471,58.065,59.375,37.354
520,SVC,Agreeableness,keep median,mean_strl,baseline,t_test,2,balanced_accuracy,53.98,53.782,49.541,46.545,59.471,58.065,59.375,37.354
521,SVC,Agreeableness,keep median,mean_strl,baseline,t_test,5,balanced_accuracy,53.98,53.782,49.541,46.56,59.471,58.065,59.375,37.354
522,SVC,Agreeableness,keep median,mean_strl,baseline,t_test,10,balanced_accuracy,53.98,53.782,49.541,46.516,59.471,58.065,59.375,37.354
523,SVC,Agreeableness,keep median,mean_strl,baseline,t_test,50,balanced_accuracy,53.98,53.782,49.541,46.56,59.471,58.065,59.375,37.354
524,SVC,Agreeableness,keep median,mean_strl,baseline,t_test,100,balanced_accuracy,53.98,53.782,49.541,53.44,59.471,58.065,59.375,62.646
525,SVC,Conscientiousness,keep median,num_streamlines,baseline,pearson,2,balanced_accuracy,92.308,92.727,91.667,99.768,52.412,54.839,41.667,54.057
526,SVC,Conscientiousness,keep median,num_streamlines,baseline,pearson,5,balanced_accuracy,67.507,69.091,54.054,70.375,47.039,54.839,17.647,44.353
527,SVC,Conscientiousness,keep median,num_streamlines,baseline,pearson,10,balanced_accuracy,59.715,61.818,34.375,40.285,51.535,61.29,14.286,48.575
528,SVC,Conscientiousness,keep median,num_streamlines,baseline,pearson,50,balanced_accuracy,59.715,61.818,34.375,40.285,51.535,61.29,14.286,48.575
529,SVC,Conscientiousness,keep median,num_streamlines,baseline,pearson,100,balanced_accuracy,59.715,61.818,34.375,59.715,51.535,61.29,14.286,51.425
530,SVC,Conscientiousness,keep median,mean_strl,baseline,pearson,2,balanced_accuracy,90.782,90.909,90.196,95.623,45.614,48.387,33.333,43.86
531,SVC,Conscientiousness,keep median,mean_strl,baseline,pearson,5,balanced_accuracy,73.044,72.727,73.214,81.996,46.93,50.0,34.043,47.697
532,SVC,Conscientiousness,keep median,mean_strl,baseline,pearson,10,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
533,SVC,Conscientiousness,keep median,mean_strl,baseline,pearson,50,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
534,SVC,Conscientiousness,keep median,mean_strl,baseline,pearson,100,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
535,SVC,Conscientiousness,keep median,mean_FA,baseline,t_test,2,balanced_accuracy,100.0,100.0,100.0,0.0,46.053,56.452,0.0,64.912
536,SVC,Conscientiousness,keep median,mean_FA,baseline,t_test,5,balanced_accuracy,100.0,100.0,100.0,0.0,46.053,56.452,0.0,64.857
537,SVC,Conscientiousness,keep median,mean_FA,baseline,t_test,10,balanced_accuracy,100.0,100.0,100.0,0.0,46.053,56.452,0.0,64.912
538,SVC,Conscientiousness,keep median,mean_FA,baseline,t_test,50,balanced_accuracy,100.0,100.0,100.0,0.0,46.053,56.452,0.0,64.912
539,SVC,Conscientiousness,keep median,mean_FA,baseline,t_test,100,balanced_accuracy,100.0,100.0,100.0,0.0,46.053,56.452,0.0,64.912
540,SVC,Conscientiousness,keep median,mean_FA,baseline,pearson,2,balanced_accuracy,90.782,90.909,90.196,95.656,45.614,48.387,33.333,43.86
541,SVC,Conscientiousness,keep median,mean_FA,baseline,pearson,5,balanced_accuracy,73.044,72.727,73.214,81.996,46.93,50.0,34.043,47.697
542,SVC,Conscientiousness,keep median,mean_FA,baseline,pearson,10,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
