feature,mean_importance
134,-0.002774315339556699
340,-0.002758874723498739
1236,-0.0027493254890116336
1488,-0.0027327267039068738
1445,-0.002732282951944409
2124,-0.0027101733802477935
278,-0.002705915527434222
1758,-0.0026896825009002255
814,-0.0026806424117154838
454,-0.0026615935747378748
2491,-0.0026498363411650238
1378,-0.002647545713085453
402,-0.0026397756758710146
764,-0.002610866206718532
600,-0.0026001727265397624
274,-0.0025955831632686445
912,-0.0025792414791003804
1648,-0.0025691120431805105
1857,-0.002551183518227651
910,-0.0025462371404633365
926,-0.002509936726733608
2335,-0.002501387409175404
436,-0.0024870186367022206
265,-0.0024798235702857773
979,-0.002474323592140504
246,-0.002471806846045732
2014,-0.0024659936098163637
909,-0.0024589566502968285
1297,-0.0024568205351477523
2126,-0.0024484505529037913
1233,-0.002438309827921925
48,-0.002436901065949515
50,-0.00243321466790043
252,-0.002431545491990361
1032,-0.002424201348974764
2129,-0.0024224722882113083
287,-0.0024204491661139914
13,-0.002417044848807359
1330,-0.0024106153672318166
267,-0.0024058814890347336
1495,-0.0024036291835364044
1341,-0.002384032020196969
1245,-0.002378171289836528
915,-0.0023764468539378748
205,-0.002376441573370691
216,-0.002363647214138309
541,-0.002361492310910629
540,-0.0023603331145880093
1750,-0.0023547873395157294
1231,-0.0023486712443453682
53,-0.0023452881268017033
2337,-0.0023245745170597408
1804,-0.0023235515954929562
545,-0.002301477105444505
831,-0.002299886983135613
985,-0.002298202465932686
821,-0.0022909817993773452
336,-0.002277355013453075
30,-0.002267337342696907
435,-0.002262543930059646
485,-0.002258136705299485
918,-0.002255751151472918
1234,-0.0022525744866652266
446,-0.0022512041528900627
880,-0.0022504684839130817
1497,-0.0022487381702740892
1858,-0.0022441198142838736
930,-0.0022271805765867736
148,-0.0022208238281767657
1133,-0.0022180892557103426
1921,-0.0022113514396759903
1282,-0.0022107773845917666
96,-0.0022083561892676682
355,-0.0021910783128515467
602,-0.0021890074439609554
448,-0.0021407505270636396
1806,-0.002136729974454088
1030,-0.002126781606819739
1279,-0.0021165308078099354
1389,-0.0021046716568446032
45,-0.0020948860661275325
2230,-0.002063601222796807
1913,-0.002060850387893298
723,-0.0020493265064004617
498,-0.0020310988280630047
245,-0.002025782489012995
1964,-0.0020226880777776566
59,-0.0019844781745429695
566,-0.0019750092043475664
1023,-0.0019710298265589897
966,-0.001969866287069788
772,-0.001966011245932009
1609,-0.0019636000029287447
394,-0.0019519923847794106
2333,-0.001948270012969644
636,-0.0019470600633595847
1697,-0.0019454474048656411
956,-0.001936414807307152
1351,-0.0019341851433317902
1809,-0.0019338735833980714
514,-0.0019263436715912796
913,-0.0019261744490890464
1169,-0.001922395033775981
587,-0.0018828005953261506
875,-0.0018728542402903336
1327,-0.0018616346101808733
751,-0.0018613808330838477
547,-0.0018592110409823448
1814,-0.0018578749291647601
229,-0.0018533890534807806
1598,-0.001847213810920989
187,-0.0018467159905327878
136,-0.001830312165663006
329,-0.0018084974955578036
126,-0.0018079246406866646
746,-0.0018040706958418972
1025,-0.0018011748557640761
231,-0.0017968941367440205
1706,-0.001792883983917548
826,-0.0017867067361848842
611,-0.001785659043884058
1067,-0.001779096940063285
1487,-0.0017708792976110388
439,-0.001749648823233807
2385,-0.0017465720537604313
1649,-0.0017462618863882452
481,-0.0017450028425428422
1226,-0.0017404333682442096
543,-0.001721900016180733
98,-0.001715095787843568
970,-0.0017044694517565518
805,-0.0016953931252297494
333,-0.0016944294503611346
877,-0.0016877749546511112
1699,-0.0016820777453034452
506,-0.0016814290601797842
1171,-0.0016781577106077528
1071,-0.0016752509006512373
616,-0.0016726264558163174
1401,-0.0016651698119856562
220,-0.0016608341271631577
1436,-0.0016378374640494187
449,-0.00163026385449081
345,-0.00162071527872083
569,-0.0016182937990108837
453,-0.0016117042712374906
851,-0.0016110729008650625
455,-0.0016021088926139627
1035,-0.0015859180940878126
36,-0.0015818296076707482
2072,-0.001579753567162534
1863,-0.0015765712206102568
2598,-0.0015755442864108903
1009,-0.0015720507245928327
1393,-0.0015597835757441114
1966,-0.0015505336560947657
432,-0.0015479741497953724
1394,-0.0015011568254740925
403,-0.0015005512380473983
1546,-0.0014952162147930715
56,-0.001486043046877672
856,-0.0014860211881174035
1345,-0.001450793836128117
298,-0.0014486193484251064
1019,-0.00144577610139911
668,-0.0014452076418607796
1331,-0.001440051703814804
1016,-0.0014357914656653481
615,-0.0014317603497931764
2027,-0.0014260206407036957
610,-0.0014255346837910743
294,-0.0014218968576963586
1753,-0.0014205439154914234
123,-0.0014185391790238811
711,-0.0014130350623339448
1037,-0.0014108765915898935
511,-0.0014084718690934306
124,-0.0014069934344561829
2387,-0.0014043986028482002
1177,-0.0013811155837836874
1447,-0.0013803443431500638
858,-0.0013659852894432056
413,-0.001364026529307827
914,-0.0013635835525591222
182,-0.001360632948216267
2390,-0.0013366676105857512
69,-0.0013257407769499351
175,-0.0013247868520208429
1292,-0.0013241326679177766
1325,-0.001321936765003473
656,-0.0013141940695693855
2334,-0.0013072223590063104
440,-0.0012831560618606908
350,-0.0012751029084140165
554,-0.001270106074356603
865,-0.0012587863678405586
1396,-0.001254222693240159
1551,-0.001247460234250175
1909,-0.0012461473460942951
1812,-0.0012441905351225468
19,-0.0012348461293651524
653,-0.0012336611260174823
1276,-0.0012182582253938978
715,-0.0012170953850051624
487,-0.0012132830714368659
761,-0.0012118081479927767
1384,-0.0012082708880043925
180,-0.001201406269403993
612,-0.0011906978652234113
1343,-0.00118512307385088
661,-0.0011822805197818642
293,-0.0011779206817684519
464,-0.0011701296656467797
537,-0.0011651204224777168
621,-0.001164114461673238
532,-0.0011632069150289582
131,-0.0011453573210343127
590,-0.00114044045002224
480,-0.0011335301253193818
658,-0.0011323943001514624
759,-0.0011295243412158484
719,-0.0011183357470778254
613,-0.0011151443825032192
2285,-0.001109625519085844
1702,-0.0011092592495050458
397,-0.0011070044110875088
1973,-0.0010950638522817969
1011,-0.0010942013357621682
284,-0.0010889327724938446
755,-0.0010860014743072188
696,-0.0010846806563407974
534,-0.001080236521623945
99,-0.0010711382022360993
1075,-0.0010675219219550502
1225,-0.0010664743956310119
164,-0.0010507533514295896
1284,-0.0010420987743965603
1017,-0.0010416303117219083
1859,-0.0010318599970020159
2545,-0.0010211843335355742
119,-0.001019965921368815
809,-0.0010133260000234402
608,-0.001009618383804156
806,-0.0010082700899330277
2286,-0.0009968818078881282
1138,-0.0009938962689205245
501,-0.000990424366607412
232,-0.0009845788625534092
1246,-0.0009828263912821545
66,-0.0009796013108816838
1549,-0.0009734857046102885
1485,-0.0009721926301689443
2071,-0.000971536235029502
871,-0.0009598854573824144
697,-0.0009588495925103135
1275,-0.0009578820856269932
64,-0.0009575969270037898
1553,-0.0009564659871329262
1038,-0.0009552991291751134
1539,-0.0009528181194641938
456,-0.0009526838330219167
822,-0.0009447939704784414
1244,-0.0009441741884989252
812,-0.000942519470601777
2015,-0.0009153410801208128
400,-0.0009109388839647181
227,-0.0009076819443720741
1557,-0.0009031167441234444
1126,-0.0008966186740757554
488,-0.0008898397746716302
1962,-0.0008848679011356442
987,-0.0008778592122887563
289,-0.0008606033056535178
1655,-0.0008587642691034958
271,-0.000858669293314529
960,-0.0008572183129141653
817,-0.0008566025392438448
955,-0.0008525783068230375
861,-0.0008512505582148222
748,-0.0008471844801511974
228,-0.0008450755277964906
32,-0.000830754094337971
1659,-0.0008217750869788709
675,-0.0008215810506549736
189,-0.0008200562032293579
695,-0.0008021088063978165
1443,-0.0007892216829513022
93,-0.0007806504000516413
1454,-0.0007764839473538565
929,-0.0007740320090198427
1018,-0.000770936847476511
1290,-0.000770549003288723
1554,-0.0007700963738982214
87,-0.0007699447693673367
65,-0.0007558033708688683
1592,-0.0007488833413427986
1220,-0.000746351817474622
2026,-0.0007413085535156405
1288,-0.0007377969035390119
2074,-0.000731627630217524
1091,-0.0007166938848160775
1189,-0.000712743097539148
68,-0.0007062260578509338
184,-0.0007057661174513896
1142,-0.0007027726715693294
882,-0.000700713972278999
2336,-0.0006979572062057127
699,-0.0006956486030821552
1350,-0.0006911086095980678
1020,-0.0006854576507290489
203,-0.0006792617726822491
233,-0.000673413937576095
752,-0.0006719393141112473
1552,-0.000670287826757976
1643,-0.000669579009805732
179,-0.0006629427371316777
493,-0.00065998427795253
663,-0.0006585201015243403
1869,-0.0006532904675622842
1281,-0.0006497325385804942
530,-0.0006486377158319012
673,-0.0006461012511462805
1027,-0.0006431676726697422
497,-0.0006414658730208966
2338,-0.0006386690492234948
921,-0.0006297673108991653
149,-0.0006152093930487989
310,-0.0006096240042803736
1915,-0.0006078147582860183
585,-0.0005989256992468217
559,-0.0005945709933082189
198,-0.0005874441164154476
584,-0.0005861127266310273
81,-0.0005703314608042742
1031,-0.0005700886804265615
825,-0.0005676522071778045
703,-0.0005635238473371107
1069,-0.0005596445852477317
2495,-0.0005594047228802523
2287,-0.0005575458181275473
819,-0.0005569318993156269
747,-0.0005560236664765128
830,-0.0005549751769764022
1026,-0.000546347793308577
39,-0.0005458780013167352
305,-0.0005411039966057186
67,-0.0005310492853887183
1548,-0.00052732267433373
1121,-0.0005265936141366723
1039,-0.0005243880326021522
90,-0.0005235363933536519
618,-0.0005154300865280348
492,-0.0005137059370683872
1594,-0.0005071814647505058
807,-0.0005044676775305401
341,-0.0005042182327943845
308,-0.0004959087859889522
442,-0.00048808142816665346
467,-0.0004832112071447625
1080,-0.0004821123669156879
414,-0.00048193449388103107
693,-0.00048175233890308534
445,-0.0004771761216232573
509,-0.00047235374946210664
1338,-0.0004712375812963465
2025,-0.0004693878272592489
965,-0.0004660760525916352
241,-0.00045475805916392884
2,-0.0004540652065569528
2234,-0.00044733406838686206
1766,-0.0004424418000239516
1120,-0.0004365426882050105
24,-0.0004352905807567975
461,-0.00043448216583139574
1433,-0.00043081399752082917
1137,-0.00042917927795969033
2130,-0.0004290186370183857
722,-0.0004245230056520999
1749,-0.00042338688084258
170,-0.00041760225178597563
1550,-0.00041639457554052404
1241,-0.00041331405259446006
507,-0.0004107745756411152
1143,-0.00041065128939341553
601,-0.0004090059126118373
1391,-0.0004085998733164509
1029,-0.0004074528187321125
339,-0.00040676842385707347
268,-0.0004023431309042369
609,-0.0004019250451451573
717,-0.00039595656796427293
669,-0.0003914227251554436
495,-0.00039091597497544763
1912,-0.00039059800510332643
363,-0.00038780077939373216
986,-0.0003858303513782246
1805,-0.000384152059550269
903,-0.0003738519906530513
2177,-0.0003729330894895799
2077,-0.00036841021420137566
11,-0.0003633982882961462
775,-0.00035815730164894254
150,-0.00035756397899895377
2183,-0.0003528127235557399
1294,-0.00035148556668387345
1537,-0.00034908731565512773
1555,-0.00034806224113177465
353,-0.00034325098465255445
1385,-0.0003418367062190342
642,-0.0003382883136556103
876,-0.0003320586125608926
5,-0.00032895654228295437
705,-0.0003285570065804766
61,-0.0003240306801083559
605,-0.00032086314503616543
638,-0.00030927381074441485
599,-0.00029873961206279277
758,-0.00028820653821832743
674,-0.00028276545754062353
1235,-0.00027888807659182113
155,-0.0002755454820520864
438,-0.0002695953789202399
1501,-0.000247460028898594
319,-0.0002451308650808226
1397,-0.00023888821899684665
1122,-0.00023388339087055955
777,-0.00022581863525670265
1285,-0.00021987786587893688
848,-0.00021700216272497742
200,-0.0002116106662833239
935,-0.00021052804700132376
163,-0.00021045574933422628
183,-0.00021029839217421298
1600,-0.00020705098418547508
934,-0.0002051873624757228
2281,-0.00020374581081514798
2073,-0.00020067203577909254
388,-0.00019406096306204824
91,-0.00019052136588717516
1116,-0.00018602290912426156
76,-0.00018521493011252054
651,-0.00018471093937484363
128,-0.0001827946451180562
102,-0.00018227762890865584
1295,-0.00017553925740649846
161,-0.00017455661373984023
1870,-0.00016565673194111064
196,-0.0001645293886245014
1541,-0.0001642808676887153
393,-0.00016265596209481538
133,-0.00015262762246495142
2121,-0.0001467885734284913
757,-0.00014353830690811976
1090,-0.00013440244609448372
767,-0.00012919589605120407
108,-0.0001284849745553096
519,-0.00012192137128770319
2442,-0.00012112159360482267
2226,-0.00010785783211404442
338,-0.00010746373553240928
1024,-9.440690851625355e-05
2069,-9.072709620623342e-05
25,-9.065815948736678e-05
799,-8.693011584948174e-05
9,-8.670330753659527e-05
544,-8.543221238750398e-05
704,-8.146731424627519e-05
331,-8.016616132011656e-05
2021,-7.258696896257355e-05
923,-5.765977935383582e-05
1291,-5.722328471584604e-05
28,-5.05094208750112e-05
466,-4.664121161055412e-05
1283,-4.609598453404473e-05
174,-4.306767995521099e-05
1662,-4.238787730352911e-05
1911,-3.702354207515413e-05
637,-3.49107158490014e-05
617,-2.9837713684965905e-05
1286,-2.5403391711575906e-05
83,-2.5207344892219653e-05
727,-2.351035689032166e-05
702,-1.9857913296528197e-05
1543,-1.9330433556641326e-05
823,-1.8296687753904807e-05
1506,-1.2436857121489453e-05
1289,-4.5550718523745815e-06
643,-3.317158858129332e-06
1653,6.098357832673429e-06
1381,1.2364358365823946e-05
769,1.6781972043622417e-05
2339,1.8570692909447573e-05
1329,2.9607748684945535e-05
311,2.99707167088048e-05
1450,3.818878022090466e-05
1332,4.5435723335884856e-05
321,5.379053616398899e-05
908,5.5604896287508863e-05
376,5.5992807199345405e-05
235,6.457627912386244e-05
51,8.214451024208813e-05
778,8.513943264105705e-05
2280,8.776322762087397e-05
1064,8.960078497937119e-05
107,9.05477260048304e-05
204,0.00010020843071072427
820,0.00010144340495852334
1028,0.00010465863642590278
2182,0.00011198550953639419
549,0.00011346185838143619
714,0.00011453764558573276
804,0.00011774690310661917
286,0.00011999309003489778
46,0.00012186179293358635
197,0.00012234499208929606
78,0.0001267618969106099
192,0.000128681366143768
405,0.0001316038313166512
1273,0.00013830316691918477
332,0.00013921096441444903
1542,0.0001396963165252174
207,0.00014528486802909413
664,0.00015135325793482756
2016,0.0001539750340317614
360,0.00015428143246754011
1128,0.0001633962014680801
982,0.00017224033124514372
202,0.00017786053149886348
2494,0.00018790891129127907
707,0.00019843589448478304
201,0.00020281694617740875
726,0.00020329538743562025
172,0.0002037519488756523
691,0.0002042450969541587
2391,0.0002043951423857493
623,0.00021055749150860058
1287,0.00021298046922817447
358,0.0002132360974870462
911,0.0002222416522049464
725,0.00022616244947033516
215,0.00022700049433783677
177,0.00022899307688031278
120,0.0002366259311024521
110,0.00024087476592526968
2017,0.0002442108398295062
721,0.0002504821914348643
1818,0.000254849386780176
324,0.00025819895042946686
1764,0.0002641193001078346
191,0.0002698983712058567
253,0.0002771466181725302
395,0.0002805073434788419
1755,0.00028101132095534884
1014,0.00028816467722871943
1810,0.00029412781394442253
1079,0.00029754469047351686
127,0.0003068985629788745
648,0.00031976427220987703
1816,0.0003210757738207448
1922,0.000335628329945159
1,0.0003357212262246723
195,0.00033786350778663987
2651,0.00035592652468543486
251,0.00035970220922432183
27,0.0003597439061153729
518,0.00036884158776286926
412,0.00037762943946280104
1865,0.0003792612790149086
927,0.00037983374864074547
2231,0.00038352841250000047
622,0.00039248291958240424
199,0.0003951308405421461
1545,0.0004003074122426842
655,0.0004075496172921245
330,0.00041406394740666207
716,0.00041972145389670425
2597,0.00041994841713903773
2078,0.00042043045986628336
392,0.000427647884427973
362,0.000431225549297265
1709,0.0004342800222642218
1813,0.0004518589782548599
1194,0.0004529825261302189
1604,0.0004633699982543593
181,0.00046851469583479853
976,0.0004719560576549764
1605,0.00047314678498247
29,0.00047760573702788635
320,0.00047975948035650084
390,0.0004932036982121968
1556,0.0004991221690694658
539,0.0004995287596138098
1871,0.0005027952655541678
171,0.0005128314662326882
347,0.0005266378900749214
516,0.000543475824520856
165,0.0005553489422012615
1910,0.0005558238244149028
1123,0.0005610052339040106
700,0.0005733190504777052
1917,0.0005736696898032356
596,0.0005957123741336723
194,0.0005960918135341498
1499,0.0005976590342084975
2068,0.0005983078562886047
154,0.0005997431924268159
1066,0.0006004553540042146
567,0.0006108089213989309
743,0.0006157279220648348
570,0.0006248684994711873
111,0.0006290529424609837
1173,0.000636994514596978
176,0.0006436548395548858
55,0.0006537543556483172
1544,0.0006601485274072338
766,0.0006771249011162883
1398,0.000677581831652363
247,0.0006776402218136468
1383,0.0006841824823296428
2279,0.0006975080848028448
491,0.0007339647675570938
401,0.0007387713686165754
598,0.000750709635907576
47,0.0008481609608205875
173,0.0008492164849172479
441,0.0008781100817067955
586,0.0008948732503696099
984,0.0009252018450611743
1590,0.0009295600056967946
981,0.0009329397455197785
1223,0.0009545038186036692
513,0.0009545748038429558
1645,0.0009743732925575621
1547,0.000987444873681964
1299,0.0009893227063902277
1660,0.0009992844333325036
484,0.0010270020306077043
1698,0.0010551853154630475
166,0.001075975936888396
1494,0.001096978434779894
276,0.001112932326749938
1652,0.00111951349487307
214,0.0011498822203649616
2125,0.0011652847552724665
1862,0.0011675611900193062
190,0.0011731355827034663
597,0.0011757188363299865
708,0.0011862932567710872
1610,0.001192041778419206
