feature,mean_importance
1602,0.001193893432112425
63,0.0011994734248868433
224,0.0012189499878946463
1174,0.0012192449044651
373,0.0012217061245195725
774,0.0012254107161655092
86,0.0012358096747731029
694,0.0012385807375696611
606,0.001239720456538862
779,0.0012564540436169835
1036,0.0012976249053108456
773,0.0013156014003606665
1656,0.001324690688686081
256,0.0013382860952089182
357,0.0013640445017940816
2128,0.0013792338592700127
349,0.0013816429576038569
562,0.0013882701314397838
377,0.0014082034791728759
193,0.0014302166656911196
122,0.001446596565046887
1192,0.0014529608750127655
531,0.0014546689947067648
396,0.0014743610023907117
17,0.0014776572615886163
143,0.0014812954766604048
273,0.0014822759814470566
42,0.0014889756766232499
901,0.0014939502013823435
512,0.0014953990472066359
3,0.0015027813759510345
1247,0.0015106664770368373
591,0.0015244288132512552
257,0.0015322197879836352
565,0.0015429907369886476
592,0.0015530073117446808
866,0.0015545578783883406
1919,0.0015645216009221752
427,0.0015678577380112912
106,0.0015782464521773675
1021,0.0015994586884056083
1386,0.0016113246211272082
690,0.0016194074836555217
1492,0.001621792772873265
115,0.0016274258963673738
859,0.0016554601206895114
1498,0.0016620692083558542
2229,0.0016681317278131047
1342,0.001674678708343791
713,0.0016814230459413436
1651,0.0016865055192667455
1920,0.001687468179683327
375,0.0016914961160811258
37,0.0016923609438534103
20,0.0016924752413490563
1807,0.0016924752794746922
306,0.00169665991045731
1186,0.0017135260973604627
407,0.0017226247321493026
1608,0.0017313757072413782
351,0.0017376326734221514
1127,0.001737809222557507
1606,0.0017410179788623025
770,0.001794112797329861
1559,0.0017956288699894074
334,0.0018033655794949866
169,0.0018268278395424443
1650,0.0018716906891131924
2235,0.001876576700393695
561,0.0019153421118466517
720,0.001915737235160453
79,0.001929716870663878
97,0.001970800707440823
1166,0.0019924609232598645
776,0.0019996655717223534
121,0.002007663774069801
536,0.0020319690135759405
1222,0.0020530215881968683
239,0.002069539364548234
796,0.0020842029057359657
2131,0.0020862314777616575
325,0.0020917668828536852
709,0.002092071078163027
649,0.002106160580010785
272,0.002118218844596731
482,0.0021435516893372865
2388,0.002154506341465412
283,0.00215722861184795
391,0.002170983484860711
259,0.002180285154870942
1181,0.0021810024346380795
2022,0.0022469416483533065
1661,0.002268475089209687
1538,0.002272855276809782
1446,0.00229616822363532
1442,0.002306096424901094
508,0.002326247277643878
1060,0.0023551869437570703
604,0.0023824784701859335
415,0.0023861071124575695
140,0.002390797342571682
2228,0.002411888187559308
1178,0.0024143327838809015
1334,0.0024496212016351217
1339,0.00247438236633557
1767,0.0024995510716368406
2067,0.0025477675680806388
242,0.0025779254555821306
510,0.002586554378013739
1337,0.0025881643138648603
724,0.0026249535393477073
31,0.0026328149776477794
103,0.0026556404878335994
280,0.0026645337893126176
354,0.0026896016666168253
745,0.0026921178947660884
254,0.002694911662319477
1972,0.002722042883357556
2123,0.0027296461997654564
666,0.0027529897392104983
1272,0.0028288737453438183
563,0.002853732590091651
1712,0.002920422696176983
343,0.0029803630685700357
640,0.0030478141749446853
558,0.0030563514322708317
1603,0.0030617909259447627
1227,0.0030800721457936663
974,0.0031054844814937255
652,0.003109076445277292
49,0.003109798376359896
954,0.0031199379197977884
2070,0.003141023425521716
710,0.0031506813071354943
614,0.0031524092705614406
2599,0.0032269360659814782
1503,0.003234333474973994
2120,0.0033074723851401534
883,0.0033149014352150453
962,0.0033438084284220793
701,0.0033581921957566594
146,0.003400964005515039
967,0.0034542348057543305
744,0.003458415595291253
1761,0.0034778225120263963
1591,0.0034798479148940853
2019,0.0035535374475270222
486,0.0035717136954332316
1867,0.003624791544084083
186,0.0036439310587097484
1298,0.003672489879291563
10,0.0036757099746696385
1176,0.0037121682284673605
620,0.0037491648696883926
1540,0.003754375115892117
490,0.003780740393273696
34,0.003785543690755189
874,0.0038031957696420537
803,0.0039079700810558116
718,0.003920995602963684
117,0.003958020264258488
168,0.003968700845314333
692,0.003973400558680984
44,0.004000480937651041
1507,0.004023527063925147
2650,0.0040465998206788535
328,0.0041092624152167636
756,0.004161087869304891
2233,0.004175622323377981
754,0.004255355189255949
1701,0.004285290937117337
33,0.004286249897706896
1595,0.004286989539546271
151,0.004311724125920957
1074,0.004316133371493258
301,0.004326225049895172
1961,0.004331589009695325
1015,0.0043628474966662
515,0.004374088399169818
147,0.004445383125304225
144,0.004486030613351177
980,0.004579784581701718
303,0.004609589811655601
857,0.004657822276908918
1808,0.004673573286770027
139,0.0046957694405937115
2332,0.004757811180610627
142,0.0047636528263747206
2227,0.004791351940404009
2176,0.004810455320315388
762,0.0048304758600043575
185,0.0048401360976281
670,0.004845699531650416
2020,0.004862463029812858
588,0.0048635981468278635
2544,0.004948251759239719
924,0.004948928981880751
26,0.004972745293796921
706,0.005021476150763382
429,0.005029869361068995
323,0.005077618763680514
1392,0.005111553103880428
113,0.005194158696784479
14,0.005267267779000573
145,0.005330546974064631
607,0.005407016074986837
1195,0.0054412267378250775
1484,0.0054985011617187055
771,0.005533195722261785
1237,0.005574784569080604
450,0.00560087168369181
870,0.005619230536658026
43,0.005685882564647882
7,0.005693412393821262
489,0.005752206267857085
16,0.005770006324687227
221,0.005795146648852523
1085,0.005802108686665619
346,0.005876812142721377
1008,0.005915680399779433
1239,0.0060083041287300794
1034,0.006085556945741777
1963,0.006092955227229568
749,0.006130595322755594
116,0.00621294856032657
665,0.006230836195493694
1280,0.006239878267347576
1599,0.006248835914867445
1819,0.006271136045161674
1168,0.006273483651121925
40,0.006298230137105065
125,0.006320934781756149
2386,0.006353853920545794
258,0.006354273492162843
12,0.006519978241818691
698,0.006538855586556069
644,0.006548629057208322
1558,0.006583974275550952
2127,0.006623969167285582
496,0.0066551181712845246
219,0.006679769603021146
0,0.006684539011670721
863,0.006803638835616921
38,0.006863605034180065
977,0.007022654913552984
1449,0.007081714058671506
1277,0.0071471506649452895
250,0.007284213364040548
1496,0.007329686651242273
2173,0.007482577116480682
1923,0.007687753006454479
409,0.0077727156148754695
667,0.0077966592659955754
8,0.007816726247944227
479,0.007858719292364747
1597,0.00787109754291584
1654,0.00788879425364466
1974,0.007902670026728176
162,0.00795140211991301
41,0.008141575720947225
2546,0.008173172448323163
206,0.00817691960713569
23,0.008295137185307411
854,0.008371953451561786
712,0.008792198286294984
230,0.00882827409062652
18,0.009070484887793873
1183,0.009106973749067705
1663,0.009153729001884247
2076,0.009381458014532117
1491,0.009596611189786275
1714,0.009609784192593018
266,0.009807319442424989
2079,0.009890959395083465
160,0.009975911508252588
1455,0.010034727660551601
118,0.010283874296492935
873,0.010584036582694268
1086,0.010633001151624554
594,0.01101106354828687
1132,0.011150125286902268
132,0.011307259918700564
114,0.011424651650696883
1403,0.011484832899179055
533,0.012521055210909937
1113,0.01283682232571821
167,0.013209039012332191
1611,0.016490296935750992
2174,0.01668956407523452
178,0.01727649030801386
1715,0.018281653036830027
1033,0.01830926687354024
2018,0.02018075005536968
1975,0.021620915654317008
2547,0.025273585356455984
188,0.029283350785839747
